genes,logFC,logCPM,PValue,FDR,Annotation
LOC105189262,1.027443336,3.323757127,0.001166268,0.004331656,methyltransferase-like protein 2
LOC105184061,0.870847564,4.721330279,0.001167892,0.004335143,septin-2 isoform X1
LOC105189665,0.975159347,4.92238234,0.001167734,0.004335143,adiponectin receptor protein
LOC112588128,0.927246956,6.460687489,0.001170466,0.004343424,60S ribosomal protein L13-like
LOC105185945,1.131308436,2.952224555,0.001173822,0.004354601,zinc transporter ZIP11 isoform X2
LOC105189632,0.8937004,6.5984337,0.001175147,0.004357176,manganese-transporting ATPase 13A1
LOC105187016,1.007810192,3.593587703,0.001175205,0.004357176,bladder cancer-associated protein
LOC105187691,0.921157153,5.97597498,0.001176845,0.004360437,abl interactor 2 isoform X2
LOC105182205,1.086673833,3.366936263,0.001177463,0.004360437,lethal(2)neighbour of Tid protein
LOC112589151,1.438368143,2.068785715,0.001176727,0.004360437,putative nuclease HARBI1
LOC109504700,1.811633068,2.296070572,0.001177232,0.004360437,uncharacterized protein LOC109504700
LOC105187410,1.079731559,4.701930185,0.001178771,0.004364005,"solute carrier family 2, facilitated glucose transporter member 3 isoform X1"
LOC105180760,1.889761083,2.918798257,0.001179639,0.004365941,protein yellow
LOC105181232,0.915646438,7.831946032,0.001185913,0.004387878,dystroglycan isoform X2
LOC105189767,0.894355354,6.196413515,0.001186881,0.004390175,uncharacterized protein LOC105189767
LOC105183545,0.98574332,10.9814284,0.001187492,0.004391152,nesprin-1 isoform X7
LOC105187538,0.921662659,7.168994759,0.001190757,0.004401941,probable serine/threonine-protein kinase DDB_G0282963 isoform X1
LOC105185805,0.992123419,7.027623864,0.001195379,0.004417736,programmed cell death 6-interacting protein isoform X1
LOC105181803,1.078343176,6.810064076,0.001198168,0.004426749,ATP-binding cassette sub-family G member 1 isoform X1
LOC105191987,0.970663333,6.186502255,0.001199915,0.004431912,protein halfway isoform X1
LOC105188574,0.930661344,4.087209524,0.001203356,0.004442257,"39S ribosomal protein L37, mitochondrial"
LOC105181732,0.98216914,3.974714508,0.001203741,0.004442257,bis(5\\'-adenosyl)-triphosphatase ENPP4
LOC105185021,1.038062904,3.514676341,0.00120377,0.004442257,uncharacterized protein LOC105185021 isoform X1
LOC105191143,1.001380321,5.351620686,0.001208078,0.004455559,poly(A)-specific ribonuclease PARN
LOC105184976,1.218400308,2.930157568,0.001208071,0.004455559,CTL-like protein 1
LOC105180542,0.962850807,6.162533188,0.001209033,0.004457782,protein RRP5 homolog
LOC105180566,2.805833463,0.253017228,0.001212468,0.004469143,arylsulfatase B
LOC105182754,1.092439889,5.51978581,0.001213488,0.0044716,MAP/microtubule affinity-regulating kinase 3
LOC105188456,0.938199094,4.219862664,0.001215568,0.004475452,sperm-associated antigen 6 isoform X2
LOC105182225,0.960473046,3.775936311,0.001215594,0.004475452,probable protein phosphatase 2C T23F11.1
LOC105189594,1.630513747,1.957823822,0.001215456,0.004475452,uncharacterized protein LOC105189594 isoform X1
LOC105189590,-5.82133801,0.935088596,0.001221638,0.004495089,uncharacterized protein LOC105189590
LOC105186253,0.944456528,5.035548169,0.001221507,0.004495089,cytoplasmic FMR1-interacting protein
LOC105184023,0.922394099,8.415785356,0.001223769,0.00450162,60S ribosomal protein L4
LOC105185614,0.929917468,5.695041515,0.001226436,0.004510119,vacuolar protein sorting-associated protein 4A
LOC105190955,0.95277293,3.608484675,0.001231374,0.004526962,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B"
LOC105191510,0.873262822,4.998478745,0.001233092,0.004530728,mitogen-activated protein kinase kinase kinase 11 isoform X1
LOC105187165,0.891664427,6.107945327,0.001233114,0.004530728,ATP-dependent RNA helicase Ddx1
LOC105187074,0.929912706,7.985419525,0.001233819,0.004532002,zinc finger protein 608 isoform X2
LOC105185649,0.916530886,3.896615104,0.001235561,0.004535779,armadillo repeat-containing protein 8
LOC105183308,1.322264689,2.97143667,0.001235564,0.004535779,non-structural maintenance of chromosomes element 3 homolog
LOC105187701,1.950149999,1.632381758,0.001237606,0.004541958,uncharacterized protein LOC105187701
LOC105185247,1.014048196,5.765151442,0.00123926,0.004546708,dnaJ protein homolog 1
LOC105182439,0.863635678,5.447658057,0.001242653,0.004557835,uncharacterized protein LOC105182439
LOC105185739,0.883669087,4.065043136,0.001243943,0.004561244,C-mannosyltransferase dpy-19 isoform X1
LOC105182766,2.110863355,1.005830198,0.001249232,0.004579312,"glutamate receptor ionotropic, kainate 2 isoform X2"
LOC105184732,0.970330499,7.219649925,0.001251732,0.004587145,uncharacterized protein LOC105184732 isoform X3
LOC105190302,0.871386852,5.188211442,0.001253273,0.004591464,structural maintenance of chromosomes protein 1A
LOC105185894,0.949135786,6.15381152,0.001253688,0.004591654,brefeldin A-inhibited guanine nucleotide-exchange protein 2
LOC105184771,1.692052378,1.06670588,0.001254653,0.004593859,dynein regulatory complex subunit 2
LOC105180855,2.061200386,1.354042695,0.001255614,0.004596047,protein krueppel-like isoform X1
LOC105185137,0.921488015,7.647655859,0.001259466,0.004606146,ubiquitin-40S ribosomal protein S27a
LOC105184661,0.931591608,6.061783465,0.001259683,0.004606146,uncharacterized protein LOC105184661
LOC105184482,1.818187515,7.115727689,0.001259829,0.004606146,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X2
LOC105189418,2.930538447,1.032338016,0.001259764,0.004606146,uncharacterized protein LOC105189418
LOC105189302,0.888603278,6.260514985,0.001260375,0.004606812,uncharacterized protein LOC105189302 isoform X1
LOC105184036,1.141460365,3.1326868,0.00126174,0.004610471,GPI ethanolamine phosphate transferase 2
LOC105187393,0.886781639,6.167044155,0.001266423,0.004623411,reticulon-1-A
LOC105182220,0.937645752,4.715633167,0.001266165,0.004623411,huntingtin-interacting protein 1
LOC105188196,0.955725546,3.673506127,0.001266743,0.004623411,transmembrane and TPR repeat-containing protein CG4050 isoform X1
LOC105188627,0.965201827,5.26184862,0.00126668,0.004623411,serine/threonine-protein kinase N isoform X3
LOC105190037,0.992497578,4.444012577,0.001268002,0.004626671,mitotic spindle assembly checkpoint protein MAD1
LOC105186323,0.909483526,6.572660547,0.001273218,0.004644365,valacyclovir hydrolase
LOC105191006,0.910328769,5.705006188,0.00127474,0.004648575,NADH dehydrogenase
LOC105186545,0.90680339,7.277461363,0.001275399,0.00464964,40S ribosomal protein S12
LOC105182327,0.932496867,5.964242664,0.001278848,0.004659528,alcohol dehydrogenase class-3
LOC105186614,0.9466888,9.539017919,0.001278497,0.004659528,peroxiredoxin-6
LOC105183244,0.999874379,5.493466002,0.001279835,0.004661781,ras GTPase-activating protein-binding protein 2 isoform X1
LOC105181959,0.966208583,3.893926659,0.001281291,0.004664401,BMP and activin membrane-bound inhibitor homolog
LOC105185927,1.008033153,5.652733948,0.001281018,0.004664401,maestro heat-like repeat-containing protein family member 1
LOC105182678,0.944039676,4.67164304,0.001282658,0.004668035,nucleoporin GLE1
LOC105185105,0.951307516,4.890255344,0.001283957,0.00467142,zinc finger protein 420 isoform X4
LOC105188506,1.038644192,5.461295324,0.001285902,0.004677148,band 3 anion transport protein isoform X2
LOC105187164,0.917804386,6.136211054,0.001288214,0.004684213,coronin-2B isoform X1
LOC105185841,0.823636077,4.813230585,0.001289415,0.004685888,reticulocalbin-2
LOC105182316,3.09399632,-0.151692281,0.001289385,0.004685888,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1"
LOC105182738,1.101616857,3.870855717,0.001294924,0.004704555,wolframin isoform X1
LOC105182291,0.882956598,4.410633273,0.001299715,0.004720607,WD repeat-containing protein 43 isoform X2
LOC105182791,0.875936471,5.607871243,0.001301513,0.004725779,"ATP-binding cassette sub-family B member 10, mitochondrial"
LOC105182215,0.886389696,7.659447669,0.001302061,0.004726416,60S ribosomal protein L21
LOC105191403,0.948353194,4.339017433,0.001308111,0.004747014,uncharacterized protein LOC105191403 isoform X2
LOC105181172,2.381171882,0.385307068,0.001308903,0.004748528,neurogenic protein big brain
LOC105187070,0.947291464,4.666320995,0.001313828,0.004765027,transcription factor Sp4-like isoform X2
LOC105187650,1.053621213,3.670390941,0.001314208,0.004765039,uncharacterized protein LOC105187650 isoform X1
LOC105190128,1.155046844,2.732082421,0.001315888,0.004769764,transmembrane protein 47 isoform X2
LOC105180553,0.954938714,7.295184311,0.001317272,0.004773413,uncharacterized protein LOC105180553
LOC105189841,0.876605738,4.194553273,0.001323297,0.004793872,TM2 domain-containing protein CG10795
LOC105187370,0.892393355,6.487533806,0.001324724,0.00479767,zinc finger protein 384-like
LOC105190228,1.053150405,6.413246075,0.001325667,0.004799713,F-BAR domain only protein 2 isoform X1
LOC105191224,0.876549694,5.128642076,0.001330793,0.004816894,LOW QUALITY PROTEIN: splicing factor 3B subunit 1
LOC105187677,1.182915041,9.56421219,0.001332394,0.004821307,fatty acyl-CoA reductase wat
LOC105182162,1.515579536,2.636098057,0.001335188,0.004830038,uncharacterized protein LOC105182162
LOC105187918,0.935171591,7.034801358,0.001336703,0.004834136,vacuolar protein sorting-associated protein 13D isoform X2
LOC105192227,0.928078394,3.952899016,0.001338589,0.004839574,probable ATP-dependent RNA helicase DDX17
LOC105184406,0.881995976,8.285172602,0.001343464,0.00485581,60S ribosomal protein L37a
LOC105189853,0.878199759,6.21561972,0.001343899,0.004855996,vitamin K epoxide reductase complex subunit 1-like protein 1
LOC105189116,1.014413788,10.44509893,0.001348881,0.004872607,venom carboxylesterase-6-like
LOC105184702,0.857976774,5.332447796,0.001349692,0.004874145,lariat debranching enzyme
LOC105182329,-2.40131204,3.915557471,0.001351263,0.004877034,uncharacterized protein LOC105182329 isoform X1
LOC105190574,0.826280391,4.907849929,0.001351214,0.004877034,molybdenum cofactor biosynthesis protein 1
LOC105185060,0.86619026,5.273282247,0.001352637,0.004880601,synaptic functional regulator FMR1 isoform X4
LOC105183614,0.872038672,5.024775652,0.001353753,0.004883236,inositol polyphosphate 5-phosphatase K
LOC105190107,0.882970914,3.994430423,0.001356559,0.004891486,homer protein homolog 1 isoform X1
LOC105188293,0.934469147,5.401072984,0.001357052,0.004891486,RNA polymerase-associated protein CTR9 homolog
LOC105188821,1.03045358,3.534555736,0.0013572,0.004891486,"valine--tRNA ligase, mitochondrial"
LOC105186958,0.864765064,4.216384714,0.001359244,0.004896063,protein YIPF1
LOC105182086,0.90066442,4.624193098,0.001359053,0.004896063,negative elongation factor D
LOC105180754,1.424441328,2.027066638,0.001359698,0.004896305,protocadherin-like wing polarity protein stan isoform X1
LOC105183362,0.893733241,4.657451949,0.001361252,0.004900484,TBC1 domain family member 16
LOC105180469,0.911981619,4.003945405,0.001361862,0.004900484,sorting nexin-14
LOC105189453,0.921569529,6.567688839,0.00136202,0.004900484,coatomer subunit gamma
LOC105184856,1.052363869,3.589635793,0.001363659,0.004904331,ATP-dependent RNA helicase abstrakt
LOC105190850,1.20763456,2.692091808,0.001363864,0.004904331,uncharacterized protein LOC105190850 isoform X2
LOC105185652,0.970701218,3.516678837,0.001365069,0.004907269,COP9 signalosome complex subunit 8 isoform X1
LOC105190397,0.941407612,5.912042644,0.001366249,0.004910113,prolyl endopeptidase isoform X1
LOC105187247,0.94212132,4.910331125,0.001369311,0.004919722,uncharacterized protein LOC105187247
LOC109504571,2.636903125,0.467276649,0.00137187,0.004927517,putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007
LOC105192358,0.87811483,5.75743,0.00137358,0.004932259,putative RNA-binding protein Luc7-like 1
LOC105182637,0.898226462,5.431867989,0.001374758,0.004933866,ubiquitin-conjugating enzyme E2-22 kDa
LOC105191328,1.350307483,4.103120812,0.001374807,0.004933866,rabphilin-3A isoform X1
LOC105188382,0.870781275,6.012837858,0.001376673,0.004939161,mediator of RNA polymerase II transcription subunit 26 isoform X1
LOC105190223,0.846468943,4.643439728,0.001378669,0.00494492,potential E3 ubiquitin-protein ligase ariadne-2
LOC105182077,0.990057869,6.708926734,0.001381253,0.004952783,AT-rich interactive domain-containing protein 2 isoform X1
LOC105184686,0.941269217,7.273721837,0.001383083,0.00495794,uncharacterized protein LOC105184686
LOC105188487,0.983911454,3.889687223,0.001385255,0.004964321,uncharacterized protein LOC105188487 isoform X1
LOC105184525,0.928347047,6.462104843,0.001386899,0.004968806,synaptic vesicle membrane protein VAT-1 homolog-like
LOC105182200,0.928852587,4.117804548,0.001388029,0.004971447,mitochondrial mRNA pseudouridine synthase Trub2 isoform X1
LOC105191073,0.833141496,4.405000842,0.001391137,0.004979758,cdc42 homolog
LOC105180972,0.939610244,3.304920815,0.001391014,0.004979758,pleiotropic regulator 1
LOC105183694,1.085761371,2.991132135,0.001392711,0.004983985,S-adenosylmethionine sensor upstream of mTORC1
LOC105183081,0.883349548,4.472242569,0.001393945,0.004986988,WD repeat and FYVE domain-containing protein 2
LOC105185148,0.877196977,4.602806413,0.001395031,0.004989465,uncharacterized protein LOC105185148 isoform X1
LOC105189674,0.892400253,5.346073583,0.001395957,0.004989956,histone acetyltransferase KAT2A
LOC105186731,0.905515837,5.881107797,0.001395569,0.004989956,transcription elongation factor SPT6 isoform X2
LOC105184882,0.930174933,5.057121648,0.001397047,0.00499244,eukaryotic translation initiation factor 4H isoform X1
LOC109504149,0.983618333,4.686840299,0.001398994,0.004997986,translation initiation factor eIF-2B subunit delta-like isoform X2
LOC105185549,1.892545007,0.959301812,0.001402393,0.005008718,uncharacterized protein LOC105185549
LOC105186799,0.868675428,4.723367952,0.001408783,0.005029626,S-formylglutathione hydrolase isoform X1
LOC105181728,1.673371368,5.31653945,0.001409042,0.005029626,patatin-like phospholipase domain-containing protein 3 isoform X4
LOC105192539,-6.824704966,0.683518523,0.001415347,0.005050706,peritrophin-1
LOC105181611,0.882909299,4.695380838,0.001417061,0.005055396,RNA 3\\'-terminal phosphate cyclase
LOC105182726,0.993058048,4.59383052,0.001417936,0.005057093,protein O-mannosyl-transferase 2 isoform X2
LOC105183303,1.233473824,3.525807936,0.001418791,0.005058715,putative E3 ubiquitin-protein ligase SINAT1 isoform X2
LOC105188275,1.154204611,3.093141613,0.001419339,0.005059244,"probable asparagine--tRNA ligase, mitochondrial"
LOC105181034,0.919857813,6.322553594,0.001422019,0.005067368,sorting nexin-2 isoform X2
LOC105192179,0.882974476,5.566110946,0.001423853,0.005072476,uncharacterized protein LOC105192179
LOC105191624,1.035422811,3.756057191,0.001424316,0.005072698,tRNA (uracil-5-)-methyltransferase homolog A
LOC105181169,0.862023745,5.016441693,0.001424917,0.005073412,protein BCCIP homolog
LOC105189580,1.122389669,4.864453418,0.001427852,0.00508243,ephrin type-B receptor 1 isoform X15
LOC105185323,0.928486248,4.748662566,0.001428273,0.005082498,zinc transporter 7-A
LOC105185991,0.904993036,6.583824756,0.001429731,0.005086258,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X1
LOC105186356,0.990866381,7.591162621,0.001431521,0.005091193,"3-ketoacyl-CoA thiolase, mitochondrial"
LOC105187177,1.184364546,3.055629793,0.001432309,0.005092565,uncharacterized protein LOC105187177 isoform X1
LOC105191337,0.862022755,5.654823967,0.001434842,0.005099774,ras-related protein Rab-10
LOC105183061,1.545243947,2.170167536,0.001435143,0.005099774,protein jagunal
LOC105188190,0.942816489,5.831844938,0.001436034,0.00510151,tuberin
LOC105189881,0.90695433,6.04989603,0.001436544,0.005101887,(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O isoform X2
LOC105190038,0.989715825,3.227006476,0.001439376,0.005110512,partitioning defective protein 6
LOC105192010,0.943142881,3.963305112,0.001442574,0.005118995,serine/threonine-protein kinase fused isoform X1
LOC105184726,0.960399405,4.70257886,0.001442427,0.005118995,rho GTPase-activating protein 17 isoform X2
LOC105192596,0.928056274,4.005535683,0.001445141,0.005126665,transmembrane protein 185A isoform X2
LOC105186135,0.885607946,6.14370589,0.00144647,0.005129943,hepatocyte growth factor-regulated tyrosine kinase substrate
LOC105182343,0.861331975,5.162031958,0.001448899,0.005132803,cell cycle control protein 50A isoform X1
LOC105189516,0.888113936,5.433995081,0.00144846,0.005132803,"28S ribosomal protein S7, mitochondrial"
LOC105190650,0.952118813,7.868770746,0.001447739,0.005132803,tetratricopeptide repeat protein 14 homolog isoform X1
LOC105181691,2.233519888,0.735987345,0.001448846,0.005132803,uncharacterized protein LOC105181691
LOC105186419,0.840564415,4.861811954,0.001450933,0.005137131,transcription elongation factor SPT5
LOC105189048,0.881785317,7.477547883,0.001450545,0.005137131,40S ribosomal protein S24
LOC105185710,1.021487473,3.297732264,0.001453772,0.005145742,NTF2-related export protein isoform X1
LOC105182525,0.892655569,7.748185352,0.001457543,0.005157647,60S ribosomal protein L28
LOC105191201,0.991685441,4.624426769,0.001462035,0.005172097,uncharacterized protein LOC105191201
LOC105191750,0.924654545,4.401548803,0.0014656,0.005177473,ruvB-like 1
LOC105188057,0.96582488,3.554374492,0.001464569,0.005177473,histone-lysine N-methyltransferase 2D isoform X1
LOC105191175,0.987049849,3.733695723,0.00146553,0.005177473,palmitoyltransferase pfa3
LOC105184157,0.997116594,6.668744201,0.001464755,0.005177473,transformation/transcription domain-associated protein
LOC105185675,1.803519726,0.908678972,0.00146506,0.005177473,optomotor-blind protein isoform X5
LOC105191998,0.897023034,5.809693314,0.00146951,0.005189408,uncharacterized protein LOC105191998
LOC105185283,0.955852796,4.772499131,0.001469799,0.005189408,glyoxylate reductase/hydroxypyruvate reductase
LOC105182698,0.887230351,4.741723775,0.001470702,0.005191148,probable nucleoporin Nup58 isoform X1
LOC105181391,3.628130343,0.907658425,0.001472305,0.005195355,uncharacterized protein LOC105181391 isoform X1
LOC105188484,0.981658437,4.945386097,0.001479982,0.00522099,golgin subfamily B member 1
LOC112590650,1.760099051,1.675293129,0.001481283,0.005224125,uncharacterized protein LOC112590650
LOC105182864,0.961708574,4.503018035,0.001482472,0.005226859,phosphatidylinositol N-acetylglucosaminyltransferase subunit Q isoform X2
LOC105189754,0.83525204,4.731678665,0.001483369,0.005228567,casein kinase I isoform X2
LOC112590452,4.816967324,-0.571041733,0.001490273,0.005251438,"putative nuclease HARBI1, partial"
LOC105187678,2.503785046,1.132195393,0.001490855,0.005252028,alpha-catulin isoform X3
LOC105182237,0.888593209,6.385634347,0.00149397,0.005261534,uncharacterized protein DDB_G0283357 isoform X2
LOC105182803,0.932726987,5.922331828,0.001499144,0.005278288,ras-related protein Rab-2
LOC105184589,0.964946157,3.958976359,0.001499952,0.005279664,male-specific lethal 3 homolog isoform X1
LOC105186537,0.946726785,4.491424652,0.001503603,0.005291044,ubiquitin-conjugating enzyme E2 L3 isoform X1
LOC105183811,0.835924027,4.676659137,0.001506455,0.005298133,THO complex subunit 5 homolog
LOC105188479,0.932038941,4.318307884,0.001506051,0.005298133,T-complex protein 11-like protein 1
LOC105192648,1.732692038,1.395294962,0.001507335,0.005299753,probable inactive tRNA-specific adenosine deaminase-like protein 3
LOC105185753,0.912849789,5.685552561,0.001511221,0.005311942,PHD finger protein rhinoceros
LOC105181170,0.97729469,3.586673704,0.001512274,0.005314167,"neuroligin-4, X-linked isoform X1"
LOC105186421,0.962872178,4.568319643,0.001518291,0.005333829,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial isoform X1"
LOC105185939,1.874555531,0.966384642,0.001521106,0.005340754,serine/threonine-protein kinase SBK1 isoform X1
LOC105184972,2.545050238,2.351354439,0.001520703,0.005340754,uncharacterized protein LOC105184972
LOC105182261,1.094893648,7.259093094,0.001529074,0.00536724,uncharacterized protein LOC105182261
LOC105181061,0.848560569,5.420037141,0.00153024,0.005369844,Golgi reassembly-stacking protein 2
LOC105187338,0.845063951,4.71284798,0.001533099,0.005376895,uncharacterized protein LOC105187338
LOC105192545,0.916411926,6.189324223,0.00153275,0.005376895,protein unc-13 homolog 4B isoform X6
LOC105187974,0.998360781,3.66723458,0.001538995,0.005396079,uncharacterized protein LOC105187974
LOC105189094,0.868876469,5.726449979,0.001541091,0.005401929,glucoside xylosyltransferase 1
LOC105191047,0.982575793,3.822871475,0.001541616,0.005402274,transcription elongation factor S-II isoform X2
LOC105190737,1.265754919,3.56157746,0.00154259,0.005404189,uncharacterized protein LOC105190737
LOC105186058,1.029571797,5.779369489,0.001547529,0.005419993,uncharacterized protein LOC105186058
LOC105183651,0.897664108,4.442951172,0.001549443,0.005425195,26S proteasome non-ATPase regulatory subunit 10
LOC105182940,1.060607254,3.05163638,0.001552238,0.005433477,ADP-ribosylation factor-like protein 2
LOC105182127,0.918325673,4.081872324,0.001553546,0.005433545,protein phosphatase PTC7 homolog
LOC105184857,1.110702004,2.819284853,0.001553465,0.005433545,golgin subfamily A member 7 isoform X2
LOC105191091,1.412030923,2.022484615,0.001553111,0.005433545,band 4.1-like protein 4
LOC112588321,0.948487513,3.763757673,0.001554284,0.005434624,uncharacterized protein LOC112588321
LOC105183175,1.971262085,1.091515798,0.001554837,0.005435058,vasorin
LOC105187071,0.837426491,5.156423624,0.001558465,0.005446233,E3 ubiquitin-protein ligase RNF126 isoform X1
LOC105192371,1.061310586,3.226697789,0.001559096,0.005446934,"probable glutamate--tRNA ligase, mitochondrial isoform X2"
LOC109503962,0.892074781,4.080737783,0.001562977,0.005458988,protein ALP1-like
LOC105187978,0.831216028,4.740139455,0.001566122,0.005468464,GPI transamidase component PIG-S
LOC105184844,0.87821747,7.40466026,0.001567685,0.005472409,signal transducer and activator of transcription 5B isoform X1
LOC105191410,0.954869554,4.261634674,0.001572669,0.005486781,gem-associated protein 2
LOC105188828,0.978767803,3.655967498,0.001572367,0.005486781,mitochondrial ribonuclease P catalytic subunit isoform X1
LOC105181009,0.905891116,7.07418323,0.001573216,0.005487175,host cell factor
LOC105187167,0.864094799,4.788088151,0.001574972,0.005491787,CCAAT/enhancer-binding protein gamma isoform X1
LOC105183616,1.04829719,6.703412097,0.001577523,0.005499168,uncharacterized protein LOC105183616
LOC105187601,1.050854535,3.174951423,0.00157878,0.005502033,uncharacterized protein LOC105187601
LOC105182832,1.068700949,4.743439689,0.001581779,0.005510967,ABC transporter G family member 23
LOC105188465,1.023642665,3.966684749,0.001582735,0.005512778,histone chaperone asf1
LOC105192074,0.975971043,5.21461251,0.001584508,0.005516111,protein wings apart-like isoform X2
LOC105183138,2.358156952,0.784552449,0.001584563,0.005516111,gonadotropin-releasing hormone receptor isoform X1
LOC105184456,1.088310677,3.33414923,0.001589421,0.0055315,serine/threonine-protein kinase 17B
LOC105189758,0.850394482,4.945445703,0.001590357,0.005533234,cullin-5 isoform X1
LOC105182318,1.11917304,3.141350103,0.001592442,0.005538968,protein FAM162A
LOC105183420,0.856823563,4.713299055,0.001593439,0.005540913,actin-binding protein IPP
LOC105191575,0.954130045,3.936866428,0.001595665,0.005547128,uncharacterized protein KIAA0513 isoform X2
LOC105184192,0.929155872,5.836724418,0.001598449,0.005555278,protein flightless-1
LOC105181669,0.97511786,5.212560699,0.001602829,0.005568971,uncharacterized protein LOC105181669
LOC105186512,0.893700268,7.390831538,0.001604543,0.005573396,midnolin homolog isoform X3
LOC105184269,1.233266703,3.207740012,0.001605247,0.005574313,uncharacterized protein LOC105184269
LOC109503929,2.626027572,0.448066287,0.001607911,0.00558203,uncharacterized protein LOC109503929 isoform X1
LOC105186340,0.86130716,5.878842515,0.001616574,0.005609029,uncharacterized protein LOC105186340
LOC105187244,1.077920129,2.816504078,0.001616503,0.005609029,REST corepressor 2
LOC105186251,0.968394515,3.592412971,0.001623758,0.005632412,WD repeat-containing protein 55 homolog
LOC105183067,0.93064561,7.900459904,0.001624416,0.005633148,ubiquitin conjugation factor E4 A
LOC105184512,0.853619046,4.289233038,0.00162759,0.005642609,uncharacterized protein LOC105184512
LOC105186885,0.860032888,7.856164443,0.001631095,0.005653212,"ATP synthase lipid-binding protein, mitochondrial"
LOC105188996,0.920714704,6.560875529,0.001636411,0.005670083,putative serine protease K12H4.7
LOC105187349,0.849465353,4.578765606,0.001641447,0.005685977,mRNA export factor
LOC105185345,1.526243142,2.479510457,0.001642577,0.005688333,teneurin-a isoform X5
LOC109504397,-5.357743522,-0.332375629,0.001645697,0.005697577,uncharacterized protein LOC109504397
LOC105185760,1.055664045,4.764101327,0.001648996,0.005706542,eukaryotic translation initiation factor 2 subunit 2 isoform X1
LOC112590315,1.093174386,2.900520327,0.001649188,0.005706542,uncharacterized protein LOC112590315
LOC105180868,0.911767633,6.16856799,0.001651877,0.005714285,neurogenic protein mastermind isoform X1
LOC105187909,0.811958767,4.914523365,0.001653423,0.005718068,myosin-2 essential light chain isoform X2
LOC105183578,0.87148932,4.350587448,0.001656855,0.005728373,ubiquitin carboxyl-terminal hydrolase calypso
LOC105181962,0.863786725,4.226625773,0.001659153,0.00573475,mRNA-decapping enzyme 1A
LOC105182635,0.852182446,4.959891315,0.001663333,0.00574763,protein FAM114A2
LOC105184984,0.888564645,3.996461384,0.001664378,0.005748627,ribonuclease H1 isoform X4
LOC105191743,0.910675402,8.117534849,0.001664985,0.005748627,protein krasavietz
LOC105192142,1.00119993,3.586658055,0.001664633,0.005748627,gamma-secretase subunit Aph-1
LOC105183272,0.900329603,7.812986736,0.001673547,0.005776612,zinc finger protein 271-like isoform X8
LOC105185840,0.989891933,3.845837964,0.001674188,0.005777251,uncharacterized protein LOC105185840 isoform X2
LOC105183164,0.983846481,3.98708637,0.001675388,0.005779815,protein DENND6A
LOC105181175,0.881818438,5.196827071,0.001676927,0.005782562,nuclear pore membrane glycoprotein 210
LOC105181067,0.974860092,3.60271424,0.001677098,0.005782562,F-box only protein 21
LOC105182364,0.897640214,3.8445483,0.00167791,0.005783786,J domain-containing protein
LOC105182194,0.930377745,3.835766423,0.001679261,0.005786864,cytoplasmic protein NCK1 isoform X2
LOC105184807,0.911252686,4.579504621,0.001683223,0.005798938,lymphocyte cytosolic protein 2 isoform X2
LOC105185348,0.869334193,6.832350242,0.001687301,0.005806749,40S ribosomal protein S25
LOC105181325,0.953060107,5.983556314,0.001687103,0.005806749,protein groucho
LOC105185807,1.087964654,3.340367301,0.001687193,0.005806749,cytochrome c oxidase assembly protein COX15 homolog isoform X1
LOC105182282,1.109842292,2.939034013,0.001687326,0.005806749,protein slowmo
LOC105190282,0.888723117,3.925699093,0.001688025,0.005806821,dnaJ homolog subfamily C member 11 isoform X2
LOC105192169,0.904401994,6.114797492,0.001688264,0.005806821,uncharacterized protein LOC105192169 isoform X1
LOC105183508,0.946075356,8.894900463,0.001690632,0.005813384,myelin P2 protein isoform X2
LOC105181718,1.264027931,5.645365579,0.001693998,0.005823376,uncharacterized protein LOC105181718
LOC105187800,1.185857741,2.852976234,0.001694814,0.005824601,voltage-dependent L-type calcium channel subunit beta-3 isoform X8
LOC105192485,1.940096687,5.406231613,0.001697306,0.005831582,homeobox protein prospero isoform X1
LOC105182788,1.156918126,3.273744748,0.001697906,0.005832059,protein lin-7 homolog C
LOC105192317,0.994548906,3.27798404,0.001699815,0.005837032,"28S ribosomal protein S17, mitochondrial"
LOC105182569,0.952393337,3.727818086,0.001704138,0.005850289,hydroxylysine kinase
LOC105188815,-4.813637307,1.245085887,0.001705677,0.005852397,uncharacterized protein LOC105188815
LOC105187946,0.960723376,3.504587241,0.001705308,0.005852397,rho guanine nucleotide exchange factor 7
LOC105182817,0.894067964,6.029088102,0.001707715,0.0058578,RNA-binding protein 5
LOC105187416,0.879857717,4.032661959,0.001709423,0.005862071,eIF-2-alpha kinase GCN2
LOC105192332,2.190976283,0.699439587,0.001710357,0.005863683,dual specificity protein phosphatase 22-B
LOC105186136,0.912208361,5.881202731,0.001713017,0.005871213,protein CLEC16A homolog isoform X2
LOC105184454,0.928790293,3.797449435,0.001713999,0.005872988,diphthine methyltransferase isoform X1
LOC105187593,0.906835405,3.607270259,0.00172314,0.00590271,gamma-tubulin complex component 2 isoform X3
