genes,logFC,logCPM,PValue,FDR,Annotation
LOC105189475,-1.2426308,6.98865363,1.29E-06,9.91E-06,zinc finger protein-like 1
LOC105182244,2.3678986,2.5122537,1.30E-06,9.98E-06,odorant receptor 22c
LOC105184350,1.1112168,7.87084259,1.31E-06,1.01E-05,titin homolog isoform X1
LOC105188463,-1.4798308,4.79233468,1.33E-06,1.02E-05,uncharacterized protein LOC105188463 isoform X1
LOC105187745,2.81998221,0.68949578,1.33E-06,1.02E-05,solute carrier organic anion transporter family member 1A5
LOC105186308,1.61578719,4.25743957,1.33E-06,1.02E-05,signal peptide peptidase-like 3
LOC105183615,1.42049498,5.16346402,1.34E-06,1.02E-05,G-protein coupled receptor Mth2
LOC112589818,5.43686344,0.09553477,1.35E-06,1.03E-05,uncharacterized protein LOC112589818
LOC105182041,2.31899563,2.55545747,1.35E-06,1.03E-05,uncharacterized protein LOC105182041
LOC105181296,0.99783495,6.93662967,1.37E-06,1.04E-05,protein dispatched isoform X5
LOC105187835,-6.8187954,0.31808718,1.37E-06,1.04E-05,LOW QUALITY PROTEIN: fas apoptotic inhibitory molecule 1
LOC105189058,1.33715672,7.39744658,1.38E-06,1.05E-05,zinc finger protein ush isoform X2
LOC105181258,-7.2064656,0.58020379,1.38E-06,1.05E-05,uncharacterized protein LOC105181258
LOC105181625,-1.7125159,5.36084039,1.39E-06,1.05E-05,organic solute transporter alpha-like protein 3
LOC105186914,2.42157817,1.00194761,1.39E-06,1.06E-05,"probable G-protein coupled receptor B0563.6, partial"
LOC105187142,1.42383605,4.98507355,1.40E-06,1.07E-05,"translation factor GUF1 homolog, mitochondrial"
LOC105186090,-3.2542279,1.80321662,1.42E-06,1.07E-05,NPC intracellular cholesterol transporter 2 homolog a
LOC105188883,-3.2012585,8.7392109,1.42E-06,1.07E-05,uncharacterized protein LOC105188883 isoform X1
LOC105190479,1.05410954,6.53054872,1.42E-06,1.07E-05,BTB/POZ domain-containing protein 1
LOC105181829,3.48110909,-0.2592855,1.42E-06,1.07E-05,trypsin alpha
LOC105183452,1.05866651,6.83484947,1.43E-06,1.08E-05,homeobox protein 5 isoform X10
LOC105191592,4.53949665,1.96331991,1.43E-06,1.09E-05,small proline-rich protein 3-like
LOC105182259,-1.1027559,7.10434019,1.44E-06,1.09E-05,mitochondrial coenzyme A transporter SLC25A42
LOC105186866,4.2680484,3.74851379,1.45E-06,1.09E-05,uncharacterized protein LOC105186866
LOC105185999,2.14423889,3.87647468,1.45E-06,1.10E-05,myrosinase 1
LOC105187951,2.82077256,0.92685512,1.46E-06,1.10E-05,axonemal 84 kDa protein
LOC112590650,2.25654858,1.33269636,1.47E-06,1.11E-05,uncharacterized protein LOC112590650
LOC105186841,-1.2854903,5.29525819,1.47E-06,1.11E-05,autophagy protein 5
LOC105187122,4.02915164,-0.3598713,1.50E-06,1.13E-05,photoreceptor-specific nuclear receptor isoform X2
LOC105185940,3.01852095,1.28378233,1.51E-06,1.14E-05,uncharacterized protein LOC105185940
LOC105188840,0.97933734,6.78471777,1.52E-06,1.15E-05,single-stranded DNA-binding protein 3 isoform X1
LOC105182806,2.81938032,0.93792423,1.54E-06,1.16E-05,troponin C
LOC105192695,3.96021404,1.42375021,1.55E-06,1.16E-05,leucine-rich repeat-containing protein 15
LOC105187833,-1.5074572,4.95933261,1.55E-06,1.16E-05,fumarylacetoacetase isoform X1
LOC105190183,-1.6229771,4.05206916,1.55E-06,1.17E-05,senecionine N-oxygenase isoform X1
LOC112590225,3.23109169,0.18504757,1.56E-06,1.17E-05,uncharacterized protein LOC112590225
LOC105191201,-1.0944577,7.70089921,1.56E-06,1.17E-05,uncharacterized protein LOC105191201
LOC112588025,2.5669402,1.57278863,1.56E-06,1.17E-05,uncharacterized protein LOC112588025
LOC105192058,-1.0925355,7.18940239,1.57E-06,1.17E-05,probable basic-leucine zipper transcription factor I
LOC105186420,-0.9911691,6.82751714,1.57E-06,1.17E-05,aladin
LOC105184937,2.28869817,2.77247839,1.57E-06,1.17E-05,receptor-type guanylate cyclase gcy-19
LOC105188318,3.96694168,0.387684,1.58E-06,1.18E-05,odorant receptor 13a-like
LOC105188269,1.0041032,6.51959873,1.59E-06,1.19E-05,OTU domain-containing protein 7B
LOC105184290,1.50911774,4.63657919,1.59E-06,1.19E-05,protein Star isoform X1
LOC105185978,1.52350756,8.92029315,1.61E-06,1.20E-05,60S ribosomal protein L10
LOC105189311,-1.2974285,5.10294225,1.64E-06,1.22E-05,carbohydrate sulfotransferase 11
LOC112589538,-6.8148617,0.32466071,1.64E-06,1.22E-05,aminopeptidase M1-like
LOC105188745,-1.142495,5.93277495,1.65E-06,1.23E-05,syntaxin-12 isoform X1
LOC105183705,-1.2075571,5.54373333,1.66E-06,1.23E-05,ribosome maturation protein SBDS
LOC105185622,-1.1598024,5.69443971,1.67E-06,1.24E-05,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein
LOC105185131,0.97699278,6.82264441,1.67E-06,1.24E-05,protein phosphatase 1A isoform X2
LOC105185582,4.28089228,4.93426686,1.67E-06,1.24E-05,BAI1-associated protein 3 isoform X2
LOC105189785,1.39993592,5.85838846,1.69E-06,1.26E-05,multidrug resistance-associated protein 4 isoform X2
LOC105186378,-9.2159525,4.40760081,1.70E-06,1.26E-05,protein yellow
LOC105184922,-1.0431463,6.55315809,1.70E-06,1.26E-05,solute carrier family 25 member 46
LOC105192640,3.28079121,0.59224628,1.71E-06,1.27E-05,homeobox protein Hox-B1a
LOC105183733,1.22317673,6.24127153,1.71E-06,1.27E-05,oxysterol-binding protein-related protein 8 isoform X3
LOC105191946,1.71559971,5.0563128,1.71E-06,1.27E-05,aryl hydrocarbon receptor nuclear translocator-like protein 1 isoform X2
LOC105182283,1.12707674,5.71408876,1.72E-06,1.27E-05,diacylglycerol O-acyltransferase 1
LOC105192137,1.11933997,7.78323047,1.72E-06,1.27E-05,uncharacterized protein LOC105192137
LOC105182144,1.1929896,6.47367711,1.73E-06,1.28E-05,"acetyl-CoA acetyltransferase, mitochondrial isoform X2"
LOC105183513,1.62623824,3.9213505,1.73E-06,1.28E-05,LIM domain only protein 3
LOC105182695,-4.7570333,2.12039168,1.75E-06,1.29E-05,flexible cuticle protein 12
LOC105186796,1.48386725,4.75310317,1.76E-06,1.30E-05,RNA-binding protein Musashi homolog Rbp6 isoform X2
LOC105189213,2.79492136,0.55746663,1.76E-06,1.30E-05,uncharacterized protein LOC105189213
LOC105191704,-1.4672578,4.76595511,1.79E-06,1.32E-05,uncharacterized protein LOC105191704
LOC105188772,1.15905177,8.56346316,1.79E-06,1.32E-05,uncharacterized protein LOC105188772 isoform X2
LOC109503765,3.84947849,0.12140686,1.80E-06,1.33E-05,uncharacterized protein LOC109503765
LOC105192591,-1.8299004,7.56572035,1.81E-06,1.33E-05,putative fatty acyl-CoA reductase CG5065
LOC105187383,2.42066605,2.17779551,1.81E-06,1.33E-05,zinc finger protein 664-like isoform X1
LOC105185946,2.42275445,1.11399328,1.83E-06,1.35E-05,uncharacterized protein LOC105185946
LOC105186100,1.16130172,5.55418445,1.84E-06,1.35E-05,protein kinase C isoform X1
LOC105192471,-4.5946318,0.62771752,1.85E-06,1.36E-05,uncharacterized protein LOC105192471
LOC105191558,2.23078483,4.00875561,1.86E-06,1.36E-05,uncharacterized protein LOC105191558
LOC105182044,1.7498668,3.36851649,1.88E-06,1.38E-05,uncharacterized protein LOC105182044
LOC105184158,1.67839867,3.41790754,1.89E-06,1.39E-05,NACHT and WD repeat domain-containing protein 2
LOC105191772,1.16834076,6.64450606,1.90E-06,1.39E-05,uncharacterized protein LOC105191772 isoform X2
LOC105190284,1.58900827,5.90541795,1.95E-06,1.43E-05,LOW QUALITY PROTEIN: forkhead box protein D1
LOC112590139,3.69323732,1.06941716,1.95E-06,1.43E-05,uncharacterized protein LOC112590139 isoform X1
LOC105187696,1.17377254,6.28701753,1.98E-06,1.45E-05,putative RNA-binding protein 15 isoform X1
LOC105192281,2.87987205,1.78946932,1.98E-06,1.45E-05,enhancer of split mbeta protein
LOC105189982,1.73481048,4.40719723,1.99E-06,1.45E-05,uncharacterized protein LOC105189982
LOC112589082,-3.4868438,1.25886597,1.99E-06,1.45E-05,uncharacterized protein LOC112589082
LOC105191519,2.34823896,3.21749469,2.01E-06,1.47E-05,putative sodium-dependent multivitamin transporter isoform X1
LOC105185493,1.43046839,5.11662932,2.02E-06,1.47E-05,uncharacterized protein LOC105185493 isoform X1
LOC105182809,-1.2483202,7.72009675,2.04E-06,1.49E-05,uncharacterized protein LOC105182809
LOC105182783,-1.140022,6.44421952,2.07E-06,1.50E-05,actin-related protein 6
LOC105191827,-1.2388162,5.83566517,2.07E-06,1.51E-05,"GTPase Era, mitochondrial isoform X1"
LOC105182007,-1.9210632,4.23150546,2.10E-06,1.53E-05,"LOW QUALITY PROTEIN: uncharacterized protein LOC105182007, partial"
LOC105189626,3.44419417,0.63642203,2.11E-06,1.53E-05,cytochrome P450 4C1 isoform X1
LOC105188764,1.5822389,6.39139765,2.12E-06,1.54E-05,uncharacterized protein LOC105188764
LOC105190409,1.75074239,3.91719263,2.13E-06,1.55E-05,uridine 5\\'-monophosphate synthase
LOC105188953,2.72309409,0.30804187,2.15E-06,1.56E-05,phosrestin-2
LOC105188855,-2.5536041,2.44201491,2.17E-06,1.58E-05,zinc finger protein 665
LOC105187416,1.13809756,6.40598818,2.18E-06,1.58E-05,eIF-2-alpha kinase GCN2
LOC105188067,1.09002189,7.34307313,2.18E-06,1.58E-05,uncharacterized protein LOC105188067 isoform X3
LOC105184270,2.89017876,2.00404197,2.20E-06,1.59E-05,uncharacterized protein LOC105184270 isoform X1
LOC105181386,2.62969045,2.57211422,2.21E-06,1.60E-05,protein Flattop
LOC105180670,3.37117269,7.1449154,2.23E-06,1.61E-05,uncharacterized protein LOC105180670
LOC105186425,1.22784011,6.77691872,2.23E-06,1.61E-05,vinculin isoform X1
LOC105180961,1.24146581,7.22582663,2.24E-06,1.62E-05,protein Shroom isoform X1
LOC105184456,1.1064631,5.97213645,2.26E-06,1.63E-05,serine/threonine-protein kinase 17B
LOC105192682,1.2802906,5.919422,2.29E-06,1.65E-05,uncharacterized protein LOC105192682
LOC105191585,-1.5525502,8.18688201,2.29E-06,1.65E-05,uncharacterized protein LOC105191585
LOC105188780,1.16308177,7.92989014,2.31E-06,1.67E-05,signal-induced proliferation-associated 1-like protein 2 isoform X1
LOC105183675,1.08028922,7.45631617,2.32E-06,1.67E-05,disintegrin and metalloproteinase domain-containing protein 19
LOC105185359,1.61302453,4.78204123,2.32E-06,1.67E-05,reversion-inducing cysteine-rich protein with Kazal motifs isoform X1
LOC112588844,4.01956032,2.39017655,2.33E-06,1.68E-05,uncharacterized protein LOC112588844
LOC105187999,1.74849319,3.34430048,2.34E-06,1.68E-05,coiled-coil domain-containing protein 142
LOC105187164,1.11720119,7.74171358,2.34E-06,1.68E-05,coronin-2B isoform X1
LOC105187055,1.99253637,8.40071173,2.34E-06,1.68E-05,uncharacterized protein LOC105187055 isoform X1
LOC105186533,-0.9993592,7.04559576,2.35E-06,1.69E-05,NF-X1-type zinc finger protein NFXL1
LOC105186198,1.59332279,5.07983812,2.35E-06,1.69E-05,golgin subfamily B member 1 isoform X1
LOC112589138,3.52593179,-0.2619958,2.36E-06,1.70E-05,uncharacterized protein LOC112589138
LOC105189563,-1.0910926,7.67702988,2.39E-06,1.72E-05,acyl-CoA-binding domain-containing protein 4
LOC105186768,2.3932695,7.57427208,2.40E-06,1.72E-05,fatty acid synthase
LOC105181185,2.50302182,2.26671056,2.40E-06,1.72E-05,uncharacterized protein LOC105181185
LOC105186953,-1.7128937,3.23517636,2.42E-06,1.73E-05,uncharacterized protein LOC105186953
LOC105186569,1.2579511,7.50860843,2.43E-06,1.74E-05,V-type proton ATPase 116 kDa subunit a isoform X2
LOC112588070,3.82978148,-0.2131323,2.46E-06,1.76E-05,uncharacterized protein LOC112588070
LOC105181648,-1.0710501,7.34925852,2.48E-06,1.77E-05,ubiquitin carboxyl-terminal hydrolase 14
LOC105187973,-1.0592033,7.41078657,2.50E-06,1.78E-05,WD repeat-containing protein 18
LOC105189942,1.89918994,4.67264227,2.51E-06,1.79E-05,uncharacterized protein LOC105189942 isoform X1
LOC105186346,-1.1785524,5.76286027,2.53E-06,1.80E-05,box C/D snoRNA protein 1
LOC105185407,4.84676112,0.49650087,2.59E-06,1.85E-05,cytochrome b-c1 complex subunit 6-like isoform X2
LOC105184482,3.17183038,3.63390987,2.64E-06,1.88E-05,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X2
LOC105185335,4.29096888,2.87615377,2.64E-06,1.88E-05,uncharacterized protein LOC105185335
LOC105184151,-2.2095812,1.82332968,2.65E-06,1.89E-05,uncharacterized protein LOC105184151
LOC105191413,-0.9769333,6.88543173,2.66E-06,1.89E-05,protein DDI1 homolog 2
LOC105184283,1.09242777,7.19458144,2.67E-06,1.90E-05,actin-binding LIM protein 2 isoform X6
LOC105190405,1.59331702,5.35735762,2.68E-06,1.90E-05,zinc finger protein 395
LOC105190043,-1.1556229,5.84311852,2.68E-06,1.91E-05,survival motor neuron protein
LOC105185880,2.4945386,2.44007073,2.69E-06,1.91E-05,uncharacterized protein LOC105185880
LOC105181007,2.14491597,2.08843351,2.69E-06,1.91E-05,uncharacterized protein LOC105181007
LOC105185133,-1.0283149,6.4715016,2.69E-06,1.91E-05,myosin-10
LOC105185562,1.15748818,5.6398767,2.70E-06,1.91E-05,uncharacterized protein LOC105185562
LOC105182231,1.1830188,5.25736749,2.70E-06,1.91E-05,protein inscuteable homolog
LOC105184440,1.05819166,8.39679319,2.71E-06,1.92E-05,kalirin isoform X1
LOC105192561,-6.2413424,6.41429916,2.72E-06,1.93E-05,uncharacterized protein LOC105192561
LOC105185843,1.04244381,7.1015508,2.74E-06,1.94E-05,uncharacterized protein LOC105185843 isoform X1
LOC105191656,1.98717642,5.60846647,2.75E-06,1.94E-05,heat shock 70 kDa protein cognate 4
LOC105191203,-1.7139803,4.45996994,2.75E-06,1.94E-05,uncharacterized protein LOC105191203
LOC112588555,-2.1854318,1.96593794,2.75E-06,1.94E-05,uncharacterized protein LOC112588555 isoform X2
LOC105188302,2.3049611,1.20737067,2.77E-06,1.95E-05,uncharacterized protein LOC105188302 isoform X2
LOC105182000,1.73692027,4.76023304,2.80E-06,1.97E-05,trichohyalin isoform X5
LOC105191170,-0.9749149,6.96721149,2.80E-06,1.98E-05,"28S ribosomal protein S35, mitochondrial"
LOC105191328,1.15048311,6.24465347,2.81E-06,1.98E-05,rabphilin-3A isoform X1
LOC105188282,1.24717798,5.377111,2.81E-06,1.98E-05,protein Fe65 homolog isoform X3
LOC105181805,1.280024,5.24461414,2.82E-06,1.98E-05,proline-rich nuclear receptor coactivator 2
LOC105188134,-4.4422731,0.42854735,2.82E-06,1.98E-05,uncharacterized protein LOC105188134
LOC105185623,-1.1488023,6.53282355,2.84E-06,1.99E-05,uncharacterized protein LOC105185623
LOC105184499,2.06533022,3.22568812,2.85E-06,2.00E-05,ABC transporter G family member 9
LOC109503963,-3.984055,4.64852968,2.85E-06,2.00E-05,uncharacterized protein LOC109503963
LOC105181598,3.71068337,1.55464647,2.85E-06,2.00E-05,lachesin
LOC105190724,1.01937044,7.09677375,2.86E-06,2.00E-05,vascular endothelial growth factor receptor kdr-like isoform X2
LOC112590340,1.98950694,2.4798598,2.86E-06,2.00E-05,putative nuclease HARBI1 isoform X3
LOC105188287,-1.4294962,4.52885761,2.86E-06,2.00E-05,U7 snRNA-associated Sm-like protein LSm10
LOC112589969,-3.1550091,2.6344206,2.87E-06,2.01E-05,zinc finger protein 569-like
LOC105192397,1.01419029,7.09886944,2.89E-06,2.02E-05,protein CREBRF homolog isoform X1
LOC105187862,2.34911651,2.09893303,2.91E-06,2.04E-05,uncharacterized protein LOC105187862 isoform X4
LOC105191261,-2.7158196,5.62708956,2.94E-06,2.05E-05,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
LOC105184880,1.74598799,3.16211616,2.96E-06,2.07E-05,pickpocket protein 28
LOC112590195,1.55916971,3.60090045,2.96E-06,2.07E-05,transducin-like enhancer protein 4 isoform X1
LOC105187022,2.74224117,0.61483168,3.02E-06,2.11E-05,uncharacterized protein LOC105187022
LOC105181274,-1.1876908,7.06675067,3.03E-06,2.11E-05,uncharacterized protein LOC105181274
LOC105190361,-1.1103201,6.23128426,3.03E-06,2.11E-05,serine/threonine-protein phosphatase 2A regulatory subunit B\\'\\' subunit gamma
LOC105188587,-2.7470642,4.04619479,3.04E-06,2.12E-05,"acyl-CoA synthetase family member 2, mitochondrial"
LOC105192139,1.03586025,6.87341042,3.06E-06,2.13E-05,serine/threonine-protein kinase Warts
LOC105183058,-1.293776,5.34754567,3.10E-06,2.16E-05,sesquipedalian-1
LOC105186424,-1.0224719,6.48510005,3.13E-06,2.17E-05,transcription initiation factor TFIID subunit 8
LOC105189138,2.64118693,1.33304766,3.14E-06,2.19E-05,gustatory receptor for sugar taste 64e isoform X1
LOC105188657,-1.4307973,4.56496684,3.15E-06,2.19E-05,uncharacterized protein LOC105188657 isoform X1
LOC105184046,1.18934941,6.33388009,3.16E-06,2.19E-05,transmembrane protein 94 isoform X1
LOC105188020,4.50765679,-0.8654098,3.17E-06,2.20E-05,"ES1 protein homolog, mitochondrial"
LOC105185517,2.57671548,0.38680383,3.17E-06,2.20E-05,odorant receptor 43a-like isoform X2
LOC105186674,-2.4300289,1.56913876,3.19E-06,2.21E-05,uncharacterized protein LOC105186674 isoform X2
LOC112588408,2.02607281,1.85682548,3.20E-06,2.22E-05,uncharacterized protein LOC112588408
LOC105182795,-1.3430718,5.31720715,3.23E-06,2.24E-05,fatty acyl-CoA reductase wat
LOC105189574,1.13823108,9.17404104,3.24E-06,2.24E-05,RNA-binding protein lark isoform X4
LOC112590176,-3.4858304,0.74586272,3.28E-06,2.27E-05,fatty acid synthase-like
LOC105183426,1.51612474,5.08868094,3.28E-06,2.27E-05,uncharacterized protein LOC105183426 isoform X4
LOC105188169,1.43582698,4.76087243,3.28E-06,2.27E-05,DCN1-like protein 3
LOC105187584,-1.123674,6.37009172,3.33E-06,2.30E-05,protein KBP homolog
LOC105182368,3.31429077,1.9443002,3.33E-06,2.30E-05,WAP four-disulfide core domain protein 2 isoform X2
LOC105180975,-1.2409447,6.76484377,3.35E-06,2.31E-05,uncharacterized protein C2orf42 homolog
LOC105182911,-1.1120155,7.94424451,3.36E-06,2.31E-05,kinesin-like protein Klp61F isoform X2
LOC105183292,1.22407552,8.01482086,3.36E-06,2.31E-05,uncharacterized protein LOC105183292 isoform X4
LOC105188936,-1.2481342,5.39868975,3.37E-06,2.32E-05,nucleolar protein 12
LOC105190039,3.93826116,0.07616885,3.40E-06,2.34E-05,ras-specific guanine nucleotide-releasing factor 2 isoform X1
LOC105182785,1.22044329,5.32373287,3.40E-06,2.34E-05,tyrosine-protein kinase transmembrane receptor Ror2
LOC105190846,1.48704978,5.60631009,3.41E-06,2.35E-05,protein split ends isoform X2
LOC105191782,2.1752941,1.6950438,3.49E-06,2.40E-05,uncharacterized protein LOC105191782
LOC105181709,1.60708626,5.48235971,3.51E-06,2.41E-05,PMS1 protein homolog 1 isoform X2
LOC105191165,1.08950697,7.38044015,3.52E-06,2.41E-05,protein similar isoform X2
LOC105183527,2.18936008,2.01396288,3.52E-06,2.41E-05,glucose dehydrogenase
LOC105189292,1.55652158,5.71124247,3.54E-06,2.43E-05,endothelin-converting enzyme 2
LOC105191686,2.86875604,3.87225156,3.55E-06,2.43E-05,LOW QUALITY PROTEIN: uncharacterized protein LOC105191686
LOC105186066,-1.2101576,5.33540055,3.58E-06,2.45E-05,deoxyribose-phosphate aldolase
LOC105190600,-1.3036874,5.20147908,3.58E-06,2.45E-05,leucine-rich repeat protein 1 isoform X3
LOC105189911,-2.1465152,9.71437551,3.59E-06,2.45E-05,glutamyl aminopeptidase-like
LOC105184626,1.26154037,5.70663464,3.62E-06,2.47E-05,"probable aspartate aminotransferase, cytoplasmic isoform X2"
LOC105190620,-2.7323803,0.74840155,3.64E-06,2.49E-05,uncharacterized protein LOC105190620
LOC105190866,3.28384433,-0.0923059,3.65E-06,2.49E-05,uncharacterized protein LOC105190866 isoform X1
LOC112588634,3.3090309,-0.1131432,3.68E-06,2.51E-05,"genetic suppressor element 1-like, partial"
LOC105180587,1.03587101,7.00890318,3.68E-06,2.51E-05,uncharacterized protein LOC105180587 isoform X2
LOC105190561,1.36923054,4.90460552,3.73E-06,2.54E-05,protein wntless
LOC105185166,2.64099418,1.0278497,3.77E-06,2.57E-05,dynein regulatory complex protein 11
LOC112590414,1.50589511,3.91421258,3.79E-06,2.58E-05,uncharacterized protein LOC112590414
LOC112588973,2.6271435,0.73184339,3.83E-06,2.61E-05,"homeobox protein onecut-like, partial"
LOC105186817,3.78204493,-0.5042376,3.85E-06,2.62E-05,uncharacterized protein LOC105186817
LOC105189211,3.09715584,0.13005411,3.85E-06,2.62E-05,odorant receptor Or2-like isoform X2
LOC105191404,2.21917015,1.5766287,3.86E-06,2.62E-05,uncharacterized protein LOC105191404
LOC105187594,1.47950239,6.33250842,3.88E-06,2.64E-05,transient receptor potential cation channel protein painless
LOC105188092,1.1425041,6.86024625,3.88E-06,2.64E-05,rho GTPase-activating protein conundrum
LOC105191470,4.27152004,-0.4294828,3.89E-06,2.64E-05,hormone receptor 4
LOC105191318,2.71051363,0.74670168,3.89E-06,2.64E-05,hemicentin-2 isoform X1
LOC105181827,3.40782261,0.1033514,3.92E-06,2.65E-05,uncharacterized protein LOC105181827
LOC105190582,2.14906171,1.75538632,3.96E-06,2.68E-05,uncharacterized protein LOC105190582
LOC105180517,-1.3262108,5.00955344,3.97E-06,2.69E-05,uncharacterized protein C15orf41 homolog
LOC105189882,2.27423863,2.62821587,4.00E-06,2.71E-05,sodium-independent sulfate anion transporter
LOC105184920,1.03574865,8.11926724,4.02E-06,2.72E-05,laminin subunit gamma-1
LOC105182119,1.01477207,7.37386714,4.02E-06,2.72E-05,active breakpoint cluster region-related protein
LOC105187401,5.34393925,-0.404158,4.03E-06,2.72E-05,LOW QUALITY PROTEIN: fatty acid synthase-like
LOC105185535,2.32124046,1.83450075,4.03E-06,2.72E-05,cilia- and flagella-associated protein 70
LOC105185168,1.36260759,8.63896343,4.05E-06,2.73E-05,fatty acid synthase
LOC105189077,-1.5029164,8.92619639,4.07E-06,2.75E-05,sialin isoform X1
LOC105189149,-1.5490316,4.6823537,4.09E-06,2.76E-05,mesencephalic astrocyte-derived neurotrophic factor homolog
LOC105188885,1.39802791,4.98746045,4.16E-06,2.80E-05,protein hairy
LOC105184750,-1.1057906,7.79466125,4.16E-06,2.80E-05,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform X2"
LOC105187911,-1.1448338,5.60774786,4.17E-06,2.81E-05,GATA zinc finger domain-containing protein 1 isoform X1
LOC105186717,-0.9334743,6.59949259,4.17E-06,2.81E-05,"type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"
LOC105183498,1.8969256,1.96842145,4.22E-06,2.84E-05,dipeptidase 1
LOC105192588,1.32374725,5.15641455,4.23E-06,2.84E-05,CUE domain-containing protein 2
LOC112588850,2.17315383,3.27865727,4.23E-06,2.84E-05,uncharacterized protein LOC112588850 isoform X2
LOC105189900,1.13922152,5.86734637,4.25E-06,2.85E-05,F-box/LRR-repeat protein 20 isoform X2
LOC105181224,-1.0452115,7.19778883,4.28E-06,2.87E-05,26S proteasome non-ATPase regulatory subunit 6
LOC105190675,1.78091227,3.5753145,4.29E-06,2.87E-05,putative aminopeptidase W07G4.4 isoform X1
LOC105189767,1.02471744,7.3203039,4.30E-06,2.88E-05,uncharacterized protein LOC105189767
LOC105185657,1.70664762,3.93656454,4.31E-06,2.89E-05,protein eva-1 homolog C isoform X2
LOC105188649,1.2568391,5.5909866,4.33E-06,2.90E-05,sphingomyelin phosphodiesterase isoform X1
LOC105188009,2.60924499,0.7770909,4.35E-06,2.91E-05,octopamine receptor Oamb
LOC105189517,1.05894664,6.85270156,4.40E-06,2.94E-05,neogenin isoform X1
LOC105182175,3.46177003,3.90646874,4.43E-06,2.96E-05,protein madd-4 isoform X1
LOC105184209,1.03998735,10.0131479,4.45E-06,2.98E-05,baculoviral IAP repeat-containing protein 6 isoform X10
LOC112588538,4.08881056,-0.4617722,4.46E-06,2.98E-05,uncharacterized protein LOC112588538
LOC105186349,-1.0383038,6.05273717,4.46E-06,2.98E-05,vesicle-trafficking protein SEC22b
LOC112588281,2.40578092,1.38928028,4.48E-06,2.99E-05,AF4/FMR2 family member 4-like
LOC105181512,-1.060509,6.99154559,4.49E-06,2.99E-05,calumenin-B
LOC105180692,-1.8391275,3.4140468,4.50E-06,2.99E-05,uncharacterized protein LOC105180692
LOC105187363,-1.0172371,7.09402017,4.50E-06,2.99E-05,protein Red
LOC105181951,1.00453938,6.5206821,4.53E-06,3.02E-05,zinc finger protein jing homolog
LOC105185695,-2.0821216,2.6840059,4.64E-06,3.08E-05,putative fatty acyl-CoA reductase CG5065 isoform X1
LOC105187448,-1.2027731,5.68954881,4.65E-06,3.09E-05,uncharacterized protein LOC105187448 isoform X1
LOC105188011,2.38475399,1.24712436,4.69E-06,3.11E-05,uncharacterized protein LOC105188011 isoform X3
LOC105182149,1.29010372,5.2331518,4.73E-06,3.14E-05,synergin gamma isoform X1
LOC105180974,2.5932375,1.83340301,4.76E-06,3.16E-05,60S ribosomal protein L22
LOC105184259,1.10769385,9.39568318,4.78E-06,3.17E-05,mucin-17 isoform X2
LOC105186843,1.20457805,6.32741799,4.79E-06,3.18E-05,uncharacterized protein LOC105186843
LOC105189859,-1.0646396,8.41705046,4.79E-06,3.18E-05,dynamin-1-like protein isoform X2
LOC105189693,-1.109976,5.93849748,4.79E-06,3.18E-05,uncharacterized protein LOC105189693
LOC105190015,1.62001366,5.9945785,4.82E-06,3.19E-05,cytochrome P450 9e2-like
LOC105186438,1.86408042,3.14076388,4.86E-06,3.22E-05,uncharacterized protein LOC105186438
LOC105190053,2.45629729,2.80741262,4.89E-06,3.23E-05,uncharacterized protein LOC105190053
LOC112588056,2.85586578,0.83412418,4.90E-06,3.24E-05,protein ALP1-like
LOC105187844,1.08519718,7.17982101,4.95E-06,3.27E-05,tectonin beta-propeller repeat-containing protein isoform X1
LOC105189402,1.1801419,5.85717892,4.97E-06,3.28E-05,hemicentin-1 isoform X2
LOC105189080,-1.0894444,5.9987103,4.97E-06,3.28E-05,ARL14 effector protein
LOC105186581,2.82163773,1.14275798,4.99E-06,3.29E-05,uncharacterized protein LOC105186581
LOC105190860,1.68089396,4.7128225,5.04E-06,3.33E-05,uncharacterized protein LOC105190860 isoform X1
LOC105191759,2.93251145,1.40582581,5.07E-06,3.34E-05,PBAN-type neuropeptides isoform X2
LOC105189605,1.73984198,4.07024256,5.08E-06,3.34E-05,uncharacterized protein LOC105189605 isoform X1
LOC105188773,-1.3356958,7.92222538,5.09E-06,3.35E-05,histone H2A
LOC105187553,-0.947774,6.7678337,5.10E-06,3.35E-05,"10 kDa heat shock protein, mitochondrial"
LOC105191132,2.71294676,1.41396153,5.11E-06,3.36E-05,uncharacterized protein LOC105191132
LOC105182275,1.3790851,5.32152834,5.13E-06,3.37E-05,mitogen-activated protein kinase p38b isoform X3
LOC105185723,2.3014762,3.68350126,5.14E-06,3.38E-05,uncharacterized protein LOC105185723
LOC105186314,1.43895489,3.99972767,5.15E-06,3.38E-05,E3 ubiquitin-protein ligase TRIM9 isoform X3
LOC105185776,4.10264025,1.52290543,5.16E-06,3.39E-05,peptidoglycan-recognition protein 2 isoform X1
