genes,logFC,logCPM,PValue,FDR,Annotation
LOC105189311,-1.431391359,5.064633108,2.12E-06,1.78E-05,carbohydrate sulfotransferase 11
LOC105185293,1.31778921,10.26089937,2.12E-06,1.78E-05,basement membrane-specific heparan sulfate proteoglycan core protein
LOC105186330,-1.338975442,8.206249519,2.12E-06,1.78E-05,uncharacterized protein LOC105186330 isoform X2
LOC105191519,2.0584376,3.020158935,2.13E-06,1.79E-05,putative sodium-dependent multivitamin transporter isoform X1
LOC105188936,-1.274056211,5.388561813,2.14E-06,1.79E-05,nucleolar protein 12
LOC105188128,-1.150897493,7.111932773,2.14E-06,1.79E-05,OCIA domain-containing protein 1
LOC105189589,-2.28928256,2.395660778,2.15E-06,1.81E-05,uncharacterized protein LOC105189589
LOC105184656,3.134911022,0.512212062,2.18E-06,1.82E-05,"beta-1,4-glucuronyltransferase 1 isoform X1"
LOC105188134,-4.564962869,0.388192618,2.18E-06,1.83E-05,uncharacterized protein LOC105188134
LOC105188162,4.666253087,-0.377683294,2.20E-06,1.84E-05,LOW QUALITY PROTEIN: organic cation transporter protein-like
LOC105184526,1.24390409,8.334621197,2.21E-06,1.84E-05,CD109 antigen
LOC105185089,1.810044906,4.775886132,2.23E-06,1.86E-05,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase isoform X1
LOC105181842,2.579233668,4.530990793,2.23E-06,1.86E-05,myosin-2 heavy chain isoform X1
LOC105185722,3.716291027,3.231401578,2.23E-06,1.86E-05,uncharacterized protein LOC105185722
LOC105191534,3.303933574,-0.098846498,2.23E-06,1.86E-05,transmembrane protease serine 9
LOC105187586,-2.544712212,7.530884356,2.29E-06,1.91E-05,protein KBP homolog
LOC105188042,1.288597636,6.306625737,2.30E-06,1.92E-05,tropomodulin isoform X3
LOC105181907,3.101765419,0.366181763,2.32E-06,1.93E-05,GTP-binding protein Di-Ras2
LOC105188420,1.457596388,5.032197987,2.32E-06,1.93E-05,inositol polyphosphate 5-phosphatase E isoform X3
LOC105191005,1.18157554,7.494514165,2.33E-06,1.94E-05,RNA-binding protein Nova-1 isoform X4
LOC105188127,3.024944486,1.781544675,2.34E-06,1.94E-05,zinc finger and BTB domain-containing protein 45
LOC105182605,1.176671902,6.384789735,2.36E-06,1.96E-05,uncharacterized protein LOC105182605 isoform X1
LOC105180517,-1.526032081,4.957809992,2.37E-06,1.97E-05,uncharacterized protein C15orf41 homolog
LOC105190689,3.50154219,0.035797399,2.38E-06,1.97E-05,uncharacterized protein LOC105190689
LOC105183991,2.351434766,1.795329053,2.39E-06,1.98E-05,inositol monophosphatase 2
LOC105187999,2.022217135,3.573794352,2.39E-06,1.98E-05,coiled-coil domain-containing protein 142
LOC105183699,1.748849744,8.369710684,2.40E-06,1.99E-05,mushroom body large-type Kenyon cell-specific protein 1 isoform X1
LOC105191744,1.264856401,6.623172325,2.45E-06,2.03E-05,protein BTG2
LOC105192492,-1.290590945,7.148362232,2.46E-06,2.04E-05,LOW QUALITY PROTEIN: zinc finger protein 420-like
LOC105181171,1.059041848,6.919645693,2.46E-06,2.04E-05,myelin expression factor 2 isoform X2
LOC105188251,-1.553772975,4.341346345,2.48E-06,2.05E-05,sodium channel protein Nach
LOC105188943,1.24500335,6.950368517,2.50E-06,2.06E-05,cytoplasmic aconitate hydratase
LOC105187205,-1.287708292,8.032984441,2.50E-06,2.06E-05,targeting protein for Xklp2
LOC105182000,1.465669037,4.571732339,2.51E-06,2.06E-05,trichohyalin isoform X5
LOC105185431,1.421898186,5.135817938,2.51E-06,2.06E-05,uncharacterized protein LOC105185431
LOC105189077,-1.35266974,8.966352273,2.52E-06,2.08E-05,sialin isoform X1
LOC105182897,-1.079548883,6.382171095,2.53E-06,2.08E-05,ribosome biogenesis protein WDR12 homolog
LOC105185944,-1.107662955,7.072830893,2.54E-06,2.09E-05,uncharacterized Golgi apparatus membrane protein-like protein CG5021 isoform X1
LOC105186590,1.247203107,8.547000076,2.55E-06,2.09E-05,uncharacterized protein LOC105186590
LOC105182517,1.73983382,9.113578706,2.60E-06,2.14E-05,sodium/potassium-transporting ATPase subunit alpha isoform X4
LOC105189241,3.026220077,0.397104369,2.61E-06,2.14E-05,limulus clotting factor C-like
LOC105180956,3.545238845,-0.195701991,2.64E-06,2.16E-05,uncharacterized protein LOC105180956
LOC105182801,3.108581481,1.372923136,2.65E-06,2.17E-05,protein tilB
LOC105190165,1.99066516,3.404966588,2.65E-06,2.17E-05,histone H3
LOC105190082,-2.138183567,9.81193695,2.66E-06,2.17E-05,protein argonaute-2 isoform X1
LOC105183195,-1.27994915,7.375942186,2.66E-06,2.18E-05,DNA methyltransferase 1-associated protein 1
LOC105181407,7.530250576,1.434292214,2.69E-06,2.20E-05,modular serine protease
LOC105191710,1.180660141,8.098392707,2.70E-06,2.21E-05,dedicator of cytokinesis protein 1 isoform X1
LOC105181325,1.137127549,6.412077267,2.72E-06,2.22E-05,protein groucho
LOC105185998,2.401584458,2.695719482,2.73E-06,2.23E-05,transmembrane and TPR repeat-containing protein 1
LOC105181399,3.301550819,0.781599475,2.75E-06,2.24E-05,protein vein isoform X2
LOC105190960,-4.371276307,0.974952918,2.76E-06,2.25E-05,sepiapterin reductase
LOC105186658,-1.187903955,6.422225108,2.76E-06,2.25E-05,WD repeat-containing protein 46
LOC105189639,-1.190283018,5.894161699,2.78E-06,2.26E-05,partner of Y14 and mago
LOC105191358,2.157520098,4.68697373,2.79E-06,2.26E-05,calcyphosin-like protein
LOC105186745,-1.619312225,5.590207744,2.80E-06,2.28E-05,monocarboxylate transporter 14 isoform X1
LOC105183979,2.663606765,0.311160117,2.84E-06,2.31E-05,diacylglycerol kinase 1 isoform X1
LOC109504416,4.336069205,-0.50035587,2.84E-06,2.31E-05,odorant receptor 4-like
LOC109503619,4.084865918,-0.126031461,2.85E-06,2.31E-05,uncharacterized protein LOC109503619
LOC105182785,1.278437466,5.365781762,2.88E-06,2.33E-05,tyrosine-protein kinase transmembrane receptor Ror2
LOC105184841,-1.203524075,7.35571873,2.89E-06,2.34E-05,ubiquitin carboxyl-terminal hydrolase isozyme L3
LOC105187897,-1.737720084,4.660337131,2.90E-06,2.34E-05,SET domain-containing protein SmydA-8
LOC105182234,1.151319696,7.738143571,2.91E-06,2.35E-05,serine/threonine-protein kinase Tao
LOC105190201,1.349798242,6.632212405,2.94E-06,2.38E-05,guanine nucleotide-binding protein G(i) subunit alpha isoform X1
LOC109503973,3.781803112,-0.5311173,2.94E-06,2.38E-05,uncharacterized protein LOC109503973
LOC105188417,1.48540048,8.769312347,2.95E-06,2.38E-05,uncharacterized protein LOC105188417 isoform X1
LOC105182078,2.088316446,2.307573573,2.98E-06,2.40E-05,uncharacterized protein LOC105182078
LOC105180724,3.679113314,-0.290131123,3.00E-06,2.42E-05,uncharacterized protein LOC105180724 isoform X1
LOC105188340,-2.620905321,4.570048116,3.01E-06,2.42E-05,sn1-specific diacylglycerol lipase beta
LOC105182507,1.921325392,2.987921035,3.01E-06,2.42E-05,LOW QUALITY PROTEIN: uncharacterized protein LOC105182507
LOC105188739,-2.673627675,5.005163773,3.04E-06,2.45E-05,uncharacterized protein LOC105188739
LOC105187487,-2.271856595,2.309275277,3.05E-06,2.45E-05,uncharacterized protein LOC105187487
LOC105182733,1.059796624,6.531883821,3.05E-06,2.45E-05,myosin-10 isoform X1
LOC105187690,1.082608481,6.155681696,3.05E-06,2.45E-05,rab-like protein 6 isoform X2
LOC105180845,1.391597692,5.387592198,3.06E-06,2.45E-05,uncharacterized protein LOC105180845
LOC105187624,3.063975697,2.079006301,3.06E-06,2.45E-05,runt-related transcription factor 1 isoform X5
LOC105188203,1.991960718,3.441760868,3.06E-06,2.45E-05,uncharacterized protein LOC105188203 isoform X1
LOC105189264,1.550298383,6.3755826,3.10E-06,2.48E-05,glucose transporter type 1 isoform X19
LOC105190488,1.999006377,5.010713156,3.11E-06,2.49E-05,acetylcholine receptor subunit alpha-L1 isoform X1
LOC105188612,-1.199778778,5.895167541,3.19E-06,2.55E-05,gem-associated protein 8
LOC105190941,1.055951372,6.401400147,3.19E-06,2.55E-05,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X2
LOC105190835,2.173217378,2.195674517,3.19E-06,2.55E-05,facilitated trehalose transporter Tret1
LOC105184862,1.144528733,6.549035795,3.20E-06,2.55E-05,G protein-coupled receptor kinase 2 isoform X1
LOC105186941,-1.159731835,6.25778977,3.20E-06,2.56E-05,vesicle-associated membrane protein 7
LOC105191592,5.369971502,2.689267999,3.21E-06,2.56E-05,small proline-rich protein 3-like
LOC105187687,-1.605974658,8.023177007,3.23E-06,2.57E-05,myosin-IIIb isoform X1
LOC105191451,4.956530175,4.589893034,3.24E-06,2.58E-05,major royal jelly protein 1
LOC105185345,1.324997063,6.673676688,3.26E-06,2.60E-05,teneurin-a isoform X5
LOC105188024,4.202388228,3.315468827,3.29E-06,2.61E-05,uncharacterized protein LOC105188024 isoform X1
LOC105191950,2.096793105,3.115056693,3.29E-06,2.61E-05,uncharacterized protein LOC105191950 isoform X2
LOC105191108,-1.300478338,7.190261006,3.30E-06,2.62E-05,replication stress response regulator SDE2
LOC105181693,2.176459626,2.878084064,3.31E-06,2.62E-05,uncharacterized protein LOC105181693
LOC105188244,-1.316154788,6.49862427,3.35E-06,2.66E-05,E3 ubiquitin-protein ligase RNF8
LOC105182424,3.391571827,0.521226553,3.35E-06,2.66E-05,retinol-binding protein pinta
LOC105186843,1.520061288,6.553590523,3.37E-06,2.67E-05,uncharacterized protein LOC105186843
LOC105192612,1.260159664,8.511446953,3.37E-06,2.67E-05,uncharacterized protein LOC105192612
LOC105188840,1.044997062,6.829004846,3.38E-06,2.68E-05,single-stranded DNA-binding protein 3 isoform X1
LOC105189028,2.38972581,1.44896433,3.40E-06,2.69E-05,venom acid phosphatase Acph-1 isoform X1
LOC105191787,3.154403057,-0.525562779,3.41E-06,2.69E-05,uncharacterized protein LOC105191787
LOC105182166,2.140018251,10.71278077,3.42E-06,2.70E-05,low-density lipoprotein receptor-related protein 2 isoform X2
LOC105183618,-1.158279996,6.543651661,3.43E-06,2.71E-05,suppressor of fused homolog
LOC105187442,3.556690169,-0.72461852,3.43E-06,2.71E-05,uncharacterized protein LOC105187442
LOC105191387,1.366093131,5.564795263,3.45E-06,2.72E-05,"glypican-6, partial"
LOC105184297,-4.929309398,0.746423337,3.47E-06,2.74E-05,uncharacterized protein LOC105184297
LOC105185133,-1.065837558,6.460662343,3.48E-06,2.74E-05,myosin-10
LOC105188852,2.341227754,1.284150767,3.48E-06,2.74E-05,anoctamin-8 isoform X1
LOC109504551,2.622825458,0.999225814,3.49E-06,2.74E-05,"uncharacterized protein LOC109504551, partial"
LOC105187959,1.044251157,6.552615921,3.49E-06,2.75E-05,protein PAT1 homolog 1 isoform X2
LOC105181510,-1.44264675,4.423607429,3.50E-06,2.75E-05,COX assembly mitochondrial protein homolog
LOC105180737,1.249080855,8.799311923,3.51E-06,2.75E-05,pumilio homolog 2 isoform X1
LOC105187179,1.514756533,5.566081064,3.52E-06,2.76E-05,40S ribosomal protein S13
LOC105186993,3.357794663,0.681625406,3.53E-06,2.77E-05,transient receptor potential channel pyrexia
LOC105187190,1.157565908,8.125871348,3.54E-06,2.78E-05,TAR DNA-binding protein 43 isoform X4
LOC105189231,1.482724491,8.757188984,3.57E-06,2.80E-05,pancreatic lipase-related protein 2
LOC105182398,1.219859865,8.335271431,3.62E-06,2.83E-05,uncharacterized protein LOC105182398 isoform X2
LOC105181258,-4.826078579,0.559216522,3.67E-06,2.87E-05,uncharacterized protein LOC105181258
LOC105187605,-1.22983115,5.603768578,3.76E-06,2.94E-05,probable cytochrome P450 305a1
LOC105190776,-1.203285026,5.742126048,3.77E-06,2.94E-05,RNA polymerase II subunit A C-terminal domain phosphatase SSU72
LOC105189138,2.897289071,1.547681323,3.77E-06,2.94E-05,gustatory receptor for sugar taste 64e isoform X1
LOC105184705,1.189176621,8.033990088,3.77E-06,2.94E-05,F-box only protein 11
LOC105183337,-1.140282644,5.694022673,3.78E-06,2.95E-05,U6 snRNA-associated Sm-like protein LSm3
LOC105191792,2.25380941,1.202556112,3.86E-06,3.01E-05,uncharacterized protein LOC105191792
LOC105186038,-1.805561094,8.135875698,3.86E-06,3.01E-05,uncharacterized protein LOC105186038
LOC105188022,2.835722272,3.291145196,3.88E-06,3.02E-05,uncharacterized protein LOC105188022
LOC105187437,3.542198591,0.358648952,3.88E-06,3.02E-05,glycine-rich cell wall structural protein
LOC112588538,4.474843575,-0.27190436,3.90E-06,3.03E-05,uncharacterized protein LOC112588538
LOC105190269,1.161603273,6.701040882,3.91E-06,3.03E-05,death-associated inhibitor of apoptosis 1
LOC105182576,1.188608227,5.681079032,3.91E-06,3.04E-05,uncharacterized protein LOC105182576
LOC105191623,-1.324732864,5.613772751,3.92E-06,3.04E-05,replication factor C subunit 5 isoform X1
LOC105189140,2.982853266,1.439823859,3.99E-06,3.09E-05,cAMP-dependent protein kinase inhibitor beta
LOC109504651,5.515721262,7.642715413,3.99E-06,3.09E-05,von Willebrand factor D and EGF domain-containing protein-like
LOC105184096,-1.295328913,4.973105347,4.01E-06,3.10E-05,"28S ribosomal protein S36, mitochondrial"
LOC105182701,4.02298509,7.176164246,4.02E-06,3.11E-05,endocuticle structural glycoprotein SgAbd-1-like
LOC105186974,1.304143178,5.755468104,4.03E-06,3.12E-05,transcription factor PCF7
LOC105191686,3.221234227,4.180621241,4.06E-06,3.14E-05,LOW QUALITY PROTEIN: uncharacterized protein LOC105191686
LOC105182837,1.136808007,5.951495966,4.11E-06,3.17E-05,max dimerization protein 1
LOC105184412,2.001371439,1.620972488,4.11E-06,3.17E-05,proton-coupled amino acid transporter-like protein CG1139
LOC105191837,3.338806885,2.173294292,4.12E-06,3.18E-05,protein obstructor-E
LOC105180653,1.310011599,5.785362153,4.12E-06,3.18E-05,CTP synthase
LOC105182822,-1.100116551,6.230534625,4.12E-06,3.18E-05,coiled-coil domain-containing protein 137
LOC105185717,1.246477116,8.557945016,4.14E-06,3.19E-05,segmentation protein cap\\'n\\'collar isoform X3
LOC105190079,1.29763489,7.697708776,4.14E-06,3.19E-05,uncharacterized protein LOC105190079 isoform X3
LOC105186062,1.140813819,7.10460901,4.22E-06,3.24E-05,uncharacterized protein LOC105186062 isoform X2
LOC105181043,-2.28691644,6.859562775,4.24E-06,3.26E-05,phospholipid phosphatase 1 isoform X4
LOC109504180,2.375281229,3.373706109,4.25E-06,3.27E-05,uncharacterized protein LOC109504180 isoform X2
LOC105192133,3.015128157,0.000746086,4.26E-06,3.27E-05,cubilin isoform X3
LOC105189587,2.461716271,1.726151036,4.31E-06,3.31E-05,uncharacterized protein LOC105189587 isoform X2
LOC105192695,3.325710646,0.842495379,4.34E-06,3.33E-05,leucine-rich repeat-containing protein 15
LOC105190438,-1.171488107,6.017682482,4.34E-06,3.33E-05,protein spindle-F
LOC105188608,1.200008502,5.815776791,4.35E-06,3.33E-05,palmitoyltransferase ZDHHC15B isoform X4
LOC105182938,-1.172846881,5.979262751,4.37E-06,3.34E-05,beclin-1-like protein isoform X1
LOC105189572,1.212273569,8.521917701,4.41E-06,3.38E-05,histone acetyltransferase KAT6B isoform X2
LOC105181074,-2.253860598,1.65064827,4.42E-06,3.38E-05,uncharacterized protein LOC105181074
LOC112590206,2.353939146,1.018726118,4.44E-06,3.39E-05,uncharacterized protein LOC112590206
LOC105180676,2.213857902,3.547769395,4.47E-06,3.41E-05,protein artichoke isoform X3
LOC105186210,1.137733204,6.724730136,4.50E-06,3.44E-05,zinc finger MIZ domain-containing protein 1
LOC105184723,2.168141244,1.627301242,4.54E-06,3.46E-05,alpha-amylase A
LOC105180656,1.066154217,6.852575104,4.58E-06,3.49E-05,leucine-rich repeat protein soc-2 homolog
LOC105181487,5.994988524,-0.138711307,4.60E-06,3.51E-05,uncharacterized protein LOC105181487
LOC105185168,1.447331344,8.700934059,4.62E-06,3.52E-05,fatty acid synthase
LOC105188419,1.447004371,8.181292262,4.62E-06,3.52E-05,ferritin subunit isoform X1
LOC105182695,-3.920063035,2.112684349,4.65E-06,3.53E-05,flexible cuticle protein 12
LOC105185929,-1.132925703,6.38428879,4.67E-06,3.55E-05,kinesin-like protein KIF23
LOC112590404,2.967041052,1.302021476,4.83E-06,3.67E-05,uncharacterized protein LOC112590404
LOC105182041,2.525079636,2.719261803,4.84E-06,3.67E-05,uncharacterized protein LOC105182041
LOC105186016,-1.048963331,6.998380822,4.85E-06,3.68E-05,probable ribosome production factor 1
LOC105181592,3.108156478,1.280705111,4.85E-06,3.68E-05,uncharacterized protein LOC105181592 isoform X1
LOC105185129,-1.134422289,6.500921042,4.90E-06,3.71E-05,26S proteasome non-ATPase regulatory subunit 9
LOC105181236,-1.388694678,6.070849158,4.90E-06,3.71E-05,pre-mRNA-splicing factor 38
LOC105191321,-1.205093786,7.664901668,4.92E-06,3.73E-05,U3 small nucleolar RNA-associated protein 4 homolog
LOC105182396,-1.094994425,5.79826542,5.03E-06,3.80E-05,WD repeat domain phosphoinositide-interacting protein 4
LOC105185767,-1.08518414,6.187966615,5.03E-06,3.80E-05,pyrimidodiazepine synthase
LOC105190300,5.743125265,1.218168701,5.07E-06,3.83E-05,elongation of very long chain fatty acids protein AAEL008004
LOC105191202,1.059632042,5.994589165,5.19E-06,3.92E-05,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 isoform X1"
LOC105186755,-1.554217108,6.375857312,5.22E-06,3.94E-05,protein seele
LOC105186850,1.131336893,5.636219849,5.26E-06,3.97E-05,zinc finger protein Dzip1 isoform X2
LOC112588346,-3.032957085,4.510859284,5.28E-06,3.98E-05,uncharacterized protein LOC112588346
LOC105180674,-1.113667009,6.03862066,5.29E-06,3.99E-05,eukaryotic translation initiation factor 3 subunit G isoform X1
LOC105187449,3.66941678,-0.011186462,5.31E-06,4.00E-05,tubulin polyglutamylase complex subunit 2
LOC105192222,-1.160372925,7.937108628,5.37E-06,4.04E-05,myophilin
LOC105186897,-1.327657364,5.249356611,5.38E-06,4.04E-05,RRP15-like protein
LOC105181274,-1.364942135,7.015150809,5.38E-06,4.04E-05,uncharacterized protein LOC105181274
LOC105192471,-4.713557228,0.589008291,5.45E-06,4.09E-05,uncharacterized protein LOC105192471
LOC105181117,1.52200788,7.629690286,5.48E-06,4.11E-05,protein toll
LOC105191921,1.311831051,9.677148179,5.63E-06,4.22E-05,cytoplasmic polyadenylation element-binding protein 1 isoform X1
LOC105191704,-1.350897071,4.796298356,5.65E-06,4.23E-05,uncharacterized protein LOC105191704
LOC105192616,2.027523639,3.35224765,5.65E-06,4.23E-05,heparan sulfate glucosamine 3-O-sulfotransferase 5
LOC105184443,-1.797221287,10.01331718,5.68E-06,4.25E-05,meiosis regulator and mRNA stability factor 1 isoform X1
LOC109503765,3.337170222,-0.123541941,5.68E-06,4.25E-05,uncharacterized protein LOC109503765
LOC105191772,1.115407686,6.609624343,5.70E-06,4.26E-05,uncharacterized protein LOC105191772 isoform X2
LOC105182431,-2.12446175,7.595426741,5.74E-06,4.29E-05,gastrula zinc finger protein xFG20-1-like
LOC105182963,-1.188392567,5.76251469,5.79E-06,4.32E-05,DNA-directed RNA polymerase II subunit RPB11
LOC105192284,1.628821991,3.598539159,5.83E-06,4.35E-05,enhancer of split mgamma protein isoform X1
LOC105182756,1.025854354,6.726288136,5.84E-06,4.35E-05,uncharacterized protein LOC105182756 isoform X2
LOC105183805,1.294997412,8.068590035,5.89E-06,4.39E-05,uncharacterized protein LOC105183805 isoform X3
LOC105186569,1.201111771,7.469765019,5.97E-06,4.45E-05,V-type proton ATPase 116 kDa subunit a isoform X2
LOC105183169,2.163486085,3.7844447,5.98E-06,4.45E-05,uncharacterized protein LOC105183169
LOC105187519,1.780130102,6.696385394,5.98E-06,4.45E-05,"dual 3\\',5\\'-cyclic-AMP and -GMP phosphodiesterase 11 isoform X1"
LOC105190366,1.357778953,8.089009241,5.99E-06,4.46E-05,kinesin-like protein KIF13A isoform X3
LOC105188784,1.074741162,5.860941254,6.03E-06,4.48E-05,exostosin-3
LOC105190161,3.962300061,4.482501972,6.06E-06,4.51E-05,uncharacterized protein LOC105190161 isoform X2
LOC105191717,-1.122756383,6.838062577,6.10E-06,4.53E-05,smad nuclear-interacting protein 1
LOC105186796,1.372040615,4.679159496,6.13E-06,4.55E-05,RNA-binding protein Musashi homolog Rbp6 isoform X2
LOC105190006,2.554510725,5.679565744,6.13E-06,4.55E-05,cytochrome P450 9e2-like
LOC105192206,3.932305334,7.554408726,6.18E-06,4.58E-05,poly(U)-specific endoribonuclease homolog
LOC105187768,-2.939884245,4.840432914,6.18E-06,4.58E-05,mucin-12 isoform X3
LOC105191778,1.843561153,2.744555509,6.19E-06,4.58E-05,"2-oxoglutarate dehydrogenase, mitochondrial-like"
LOC112588996,2.118990218,1.068592457,6.22E-06,4.60E-05,uncharacterized protein LOC112588996
LOC105183867,1.246474624,5.128416046,6.22E-06,4.60E-05,ras-related protein Rab-40C
LOC105187639,-1.19922756,7.090893967,6.32E-06,4.67E-05,uncharacterized protein LOC105187639
LOC105189335,3.902533177,-0.786673523,6.33E-06,4.68E-05,aldose 1-epimerase
LOC105185362,2.556452324,3.167053775,6.34E-06,4.68E-05,MOXD1 homolog 1
LOC105181967,1.097543019,7.048284039,6.35E-06,4.68E-05,protein shank isoform X6
LOC109503783,3.428353903,-0.601691249,6.35E-06,4.68E-05,uncharacterized protein LOC109503783 isoform X1
LOC105188745,-1.138499161,5.932076468,6.36E-06,4.69E-05,syntaxin-12 isoform X1
LOC105183058,-1.234223048,5.362745916,6.38E-06,4.70E-05,sesquipedalian-1
LOC105188207,-1.386359355,6.904627838,6.40E-06,4.71E-05,coiled-coil domain-containing protein 43
LOC105192028,2.214459441,2.371622939,6.42E-06,4.72E-05,probable tubulin polyglutamylase TTLL1
LOC105185222,1.265041756,7.225715069,6.43E-06,4.73E-05,PWWP domain-containing protein 2A
LOC105192015,2.798269963,1.042939776,6.43E-06,4.73E-05,putative zinc metalloproteinase YIL108W
LOC105189435,-1.155658309,6.859933172,6.46E-06,4.74E-05,protein RMD5 homolog A isoform X2
LOC105186425,1.040579918,6.650290775,6.47E-06,4.75E-05,vinculin isoform X1
LOC105186866,5.272828897,4.63226166,6.51E-06,4.77E-05,uncharacterized protein LOC105186866
LOC105191251,1.855525401,5.634635553,6.53E-06,4.79E-05,sex-determining transformer protein 1-like
LOC112590725,2.889932236,0.236302705,6.54E-06,4.79E-05,fibrous sheath CABYR-binding protein-like
LOC105184695,3.155845383,0.089507252,6.61E-06,4.84E-05,synaptic vesicle glycoprotein 2B
LOC105181268,2.03061848,5.876957497,6.61E-06,4.84E-05,cartilage oligomeric matrix protein isoform X1
LOC105188087,1.4000357,7.912562995,6.63E-06,4.85E-05,"very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
LOC105182721,2.876745597,-0.115403617,6.63E-06,4.85E-05,uncharacterized protein LOC105182721
LOC105192045,2.29842903,1.462882812,6.64E-06,4.85E-05,chymotrypsinogen A
LOC105185335,3.0936847,1.787032479,6.68E-06,4.88E-05,uncharacterized protein LOC105185335
LOC105181421,2.993536702,1.419265512,6.72E-06,4.90E-05,heparan sulfate 2-O-sulfotransferase pipe
LOC105192277,2.10369707,2.033951604,6.76E-06,4.93E-05,septin-2 isoform X1
LOC105186211,-2.925009281,8.16333098,6.80E-06,4.95E-05,zinc finger protein 16
LOC105189240,-0.998134701,6.842864756,6.87E-06,5.01E-05,"cytochrome c oxidase subunit 5B, mitochondrial"
LOC105182319,-1.290562591,5.749614521,6.90E-06,5.03E-05,coiled-coil domain-containing protein 58 isoform X1
LOC105187862,2.155878236,2.003618505,6.91E-06,5.03E-05,uncharacterized protein LOC105187862 isoform X4
LOC105192497,1.360621782,4.665311449,6.97E-06,5.07E-05,zinc finger protein 2
LOC105185261,-1.263706261,7.605837253,6.97E-06,5.07E-05,protein ELYS isoform X2
LOC105189426,-2.254490997,1.97692801,6.97E-06,5.07E-05,uncharacterized protein LOC105189426
LOC105185311,6.733404576,5.555816739,6.99E-06,5.08E-05,uncharacterized protein LOC105185311
LOC105191087,1.204384445,5.183296368,7.00E-06,5.08E-05,UDP-N-acetylhexosamine pyrophosphorylase
LOC105184668,1.24348995,8.377563454,7.07E-06,5.13E-05,plexin-B
LOC105181880,-1.351334741,4.650985005,7.08E-06,5.13E-05,UPF0545 protein C22orf39 homolog
LOC105184994,2.956776474,1.056054308,7.10E-06,5.14E-05,sodium- and chloride-dependent GABA transporter 1
LOC105192137,1.227164867,7.857888073,7.14E-06,5.17E-05,uncharacterized protein LOC105192137
LOC105184958,3.466940564,4.310491235,7.20E-06,5.21E-05,uncharacterized protein LOC105184958 isoform X4
LOC105185247,-1.170173773,8.300585387,7.20E-06,5.21E-05,dnaJ protein homolog 1
LOC105184161,8.690303283,6.998462598,7.24E-06,5.23E-05,uncharacterized protein LOC105184161
LOC105183677,1.232319432,8.216262269,7.26E-06,5.24E-05,oxidation resistance protein 1 isoform X12
LOC105192603,1.109161146,5.665329133,7.29E-06,5.26E-05,rotatin
LOC105189986,1.370756218,10.53589578,7.33E-06,5.29E-05,spectrin alpha chain isoform X1
LOC105186066,-1.277678714,5.312395333,7.44E-06,5.36E-05,deoxyribose-phosphate aldolase
LOC109503778,2.73827996,0.383730759,7.50E-06,5.41E-05,odorant receptor 67b-like isoform X1
LOC105191642,-3.023459206,0.872808097,7.55E-06,5.44E-05,prisilkin-39 isoform X2
LOC105190846,1.454253228,5.58556533,7.57E-06,5.45E-05,protein split ends isoform X2
LOC105188614,2.481755906,5.860743844,7.70E-06,5.54E-05,ATP-binding cassette sub-family G member 4
LOC105189234,-2.729535216,3.052721147,7.74E-06,5.57E-05,protein white
LOC112588288,2.738026814,1.197184069,7.76E-06,5.58E-05,uncharacterized protein LOC112588288
LOC112588792,1.274128181,5.310325588,7.86E-06,5.64E-05,uncharacterized protein LOC112588792 isoform X1
LOC105190361,-1.212578095,6.198015515,7.90E-06,5.67E-05,serine/threonine-protein phosphatase 2A regulatory subunit B\\'\\' subunit gamma
LOC105187224,-1.147719165,5.761822316,7.92E-06,5.68E-05,"CCA tRNA nucleotidyltransferase 1, mitochondrial isoform X1"
LOC105192642,1.640730658,4.100009803,7.96E-06,5.70E-05,cyclic AMP-dependent transcription factor ATF-2 isoform X1
LOC105187207,1.125656401,9.053724883,7.98E-06,5.72E-05,chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X4
LOC105190900,1.203492755,8.634647182,8.03E-06,5.75E-05,laminin subunit alpha-1 isoform X1
LOC105188003,1.728461231,2.504273464,8.04E-06,5.75E-05,sialin isoform X2
LOC105191170,-1.060745027,6.938517769,8.04E-06,5.75E-05,"28S ribosomal protein S35, mitochondrial"
LOC105187575,4.395043461,0.326098123,8.05E-06,5.76E-05,UDP-glucuronosyltransferase 2B7 isoform X1
LOC105184757,1.483060766,4.876295933,8.06E-06,5.76E-05,uncharacterized protein LOC105184757 isoform X1
LOC105180587,1.124962118,7.069490632,8.11E-06,5.79E-05,uncharacterized protein LOC105180587 isoform X2
LOC105191630,2.030953312,2.002510303,8.14E-06,5.81E-05,uncharacterized F-box/LRR-repeat protein C02F5.7 isoform X1
LOC105181668,-1.217492422,7.594424398,8.15E-06,5.81E-05,kanadaptin
LOC105187168,-1.083869819,7.462482119,8.19E-06,5.84E-05,RNA polymerase II-associated factor 1 homolog
LOC105192245,2.002806109,2.998956894,8.21E-06,5.85E-05,uncharacterized protein LOC105192245
LOC112588620,2.16487325,1.659468293,8.36E-06,5.95E-05,uncharacterized protein LOC112588620
