genes,logFC,logCPM,PValue,FDR,Annotation
LOC105192257,-0.430244699,3.53537419,0.195858496,0.742033955,uncharacterized protein LOC105192257
LOC105185806,-0.308757617,6.626565876,0.19598544,0.742071569,protein SPT2 homolog
LOC105185447,0.177350331,10.50078472,0.195985711,0.742071569,adenylate cyclase type 8 isoform X1
LOC105190825,-0.219638376,6.821499431,0.19622885,0.742315261,mitogen-activated protein kinase kinase kinase 4 isoform X2
LOC105188005,0.357241398,4.405830254,0.196229856,0.742315261,neurophysin 1
LOC105187081,-0.340143921,5.209123749,0.196262276,0.742315261,integrator complex subunit 10
LOC105182785,0.377022925,4.055567919,0.19629541,0.742315261,tyrosine-protein kinase transmembrane receptor Ror2
LOC105183361,0.346699843,4.872436349,0.196343384,0.742315261,transmembrane protein 104 homolog isoform X1
LOC105190599,-0.415101517,4.90767318,0.196403482,0.742320687,uncharacterized protein LOC105190599
LOC105181758,1.94773506,0.881988723,0.196777674,0.743410157,mitochondrial amidoxime reducing component 2-like
LOC105192450,-0.383685126,5.037628534,0.196809232,0.743410157,"probable arginine--tRNA ligase, mitochondrial"
LOC105184687,-0.473536139,4.179803482,0.197020765,0.743421971,UDP-glucuronosyltransferase 2B19
LOC105186551,-0.320020946,5.101826567,0.197062816,0.743421971,CCR4-NOT transcription complex subunit 11 isoform X1
LOC105188589,-0.340235075,5.780417803,0.19711144,0.743421971,inactive peptidyl-prolyl cis-trans isomerase FKBP6
LOC105181059,0.191765508,9.274445654,0.197140644,0.743421971,trithorax group protein osa isoform X1
LOC105180848,0.434542111,3.879737763,0.197314529,0.743421971,uncharacterized protein LOC105180848
LOC105190097,1.078482944,0.864452668,0.197410724,0.743421971,uncharacterized protein LOC105190097
LOC105184132,0.257672229,5.698547503,0.197415039,0.743421971,BTB/POZ domain-containing protein KCTD20 isoform X1
LOC105180543,0.201178269,8.503546124,0.197416543,0.743421971,probable serine/threonine-protein kinase DDB_G0282963 isoform X2
LOC105189705,0.278453997,5.486356801,0.197468866,0.743421971,40S ribosomal protein S2
LOC105185508,1.86347272,0.716456,0.197503625,0.743421971,homeobox protein rough
LOC105186455,-0.350417933,5.290351423,0.197561467,0.743421971,protein LZIC isoform X1
LOC112588147,0.755262206,1.878213395,0.197581289,0.743421971,uncharacterized protein LOC112588147
LOC105180495,0.867572222,1.680951257,0.197607167,0.743421971,tubulin monoglycylase TTLL3
LOC105181498,0.434381848,5.944367159,0.197634859,0.743421971,scavenger receptor class B member 1
LOC112588175,-1.361915035,0.641567656,0.197959565,0.744366357,"uncharacterized protein LOC112588175, partial"
LOC112589671,0.348155692,4.479850379,0.198057159,0.744366357,hemolymph lipopolysaccharide-binding protein-like
LOC105188749,-0.360137087,5.371720024,0.198062393,0.744366357,26S proteasome complex subunit SEM1
LOC105183629,-0.470110161,3.730072288,0.198124119,0.744377257,cilia- and flagella-associated protein 157
LOC105185004,1.931823747,0.882555298,0.198603008,0.745332001,insulin-like growth factor-binding protein complex acid labile subunit
LOC112590464,1.75079111,0.259191312,0.198616835,0.745332001,uncharacterized protein LOC112590464 isoform X2
LOC105184996,-0.407863893,5.781818982,0.198668035,0.745332001,hsp70-binding protein 1 isoform X1
LOC105183356,-0.208957694,6.492730301,0.19870746,0.745332001,cytohesin-1 isoform X3
LOC105189903,-0.325994998,5.973771255,0.19871241,0.745332001,zinc finger protein 92-like isoform X1
LOC105185183,1.243487168,0.907394048,0.19873164,0.745332001,uncharacterized protein LOC105185183 isoform X1
LOC105192461,0.475796558,3.511318731,0.198920698,0.745631987,protein THEM6
LOC105183568,-0.183839688,7.55337478,0.198957521,0.745631987,eukaryotic translation initiation factor 4E-binding protein Mextli isoform X1
LOC105189656,0.371767185,4.494576981,0.198988401,0.745631987,uncharacterized protein LOC105189656 isoform X1
LOC112589944,0.735652616,3.342553504,0.199137926,0.74597138,dentin sialophosphoprotein-like
LOC105189051,-0.330500668,4.632459353,0.199302008,0.746146906,tubulin-specific chaperone A
LOC105185018,0.246153126,6.162787258,0.199302714,0.746146906,sialin
LOC105183969,-0.580336038,3.741643665,0.199620847,0.747064905,p53 and DNA damage-regulated protein 1 isoform X1
LOC105191302,1.195173209,1.271781175,0.19979053,0.747064905,protein artichoke
LOC105191506,0.289106019,5.8263294,0.19980599,0.747064905,chondroitin sulfate synthase 1
LOC112590121,0.925586409,2.278199438,0.199811072,0.747064905,uncharacterized protein LOC112590121
LOC105186908,0.369081783,4.791355233,0.199855512,0.747064905,small integral membrane protein 14-like isoform X2
LOC105192031,-0.284547385,7.159818745,0.199971992,0.747064905,exosome component 10
LOC105186733,-0.534063249,2.509109958,0.200025126,0.747064905,nuclear receptor 2C2-associated protein
LOC105189615,0.238505175,7.793914165,0.200052274,0.747064905,uncharacterized protein LOC105189615
LOC105191150,0.513219382,3.02630806,0.200079261,0.747064905,uncharacterized protein LOC105191150
LOC105185840,0.347295933,4.186460408,0.20026933,0.747424948,uncharacterized protein LOC105185840 isoform X2
LOC105184880,0.440066267,4.66870383,0.200351842,0.747424948,pickpocket protein 28
LOC105187010,0.57143126,3.339015428,0.200380825,0.747424948,ribokinase isoform X2
LOC105188211,0.29261528,6.79047115,0.200411953,0.747424948,probable serine/threonine-protein kinase dyrk2
LOC112588335,-1.871942351,0.303172235,0.200552435,0.74753554,uncharacterized protein LOC112588335
LOC105187327,-0.205622394,7.722681572,0.200559757,0.74753554,"splicing factor, suppressor of white-apricot homolog isoform X1"
LOC105189143,0.433928399,3.537882094,0.200641476,0.747541803,DTW domain-containing protein 2
LOC112588618,-0.397650795,3.684481251,0.2006846,0.747541803,histone acetyltransferase KAT7-like
LOC105182389,-0.224647862,8.529159143,0.200738663,0.747541803,protein disulfide-isomerase
LOC105185817,-0.315876074,7.357897497,0.20093965,0.748035033,peptidyl-prolyl cis-trans isomerase cyp11 isoform X1
LOC105191779,0.498960242,3.206369873,0.20098934,0.748035033,probable phospholipid-transporting ATPase IF
LOC105189029,-0.188278458,7.308045441,0.201128573,0.748105205,RNA-binding protein Rsf1 isoform X1
LOC105183885,1.830529686,0.743897372,0.201163094,0.748105205,innexin inx2
LOC105188459,-0.22731067,7.452657324,0.201222877,0.748105205,hamartin
LOC105186571,0.489130587,3.222948958,0.201244675,0.748105205,uncharacterized protein LOC105186571
LOC105192232,-0.353385974,5.3320229,0.201347087,0.748266092,uncharacterized exonuclease C637.09 isoform X1
LOC105181338,-0.613184664,3.127751877,0.201733809,0.749027618,uncharacterized protein LOC105181338
LOC105186669,-0.197229091,8.454239561,0.201766351,0.749027618,bifunctional glutamate/proline--tRNA ligase
LOC105184434,-0.365034302,6.136978476,0.201781304,0.749027618,uncharacterized protein LOC105184434 isoform X2
LOC105190540,-0.280143584,5.984385764,0.201788774,0.749027618,nucleoside diphosphate kinase
LOC105182404,-0.210662652,7.587464631,0.201946378,0.749392807,importin-11 isoform X1
LOC105185830,-0.528728956,4.271243793,0.202263041,0.750347853,XK-related protein 4
LOC109504512,1.074203319,1.651331262,0.202675934,0.751587128,uncharacterized protein LOC109504512
LOC105188739,1.866494711,0.51170438,0.202745883,0.751587128,uncharacterized protein LOC105188739
LOC105186452,-0.293053514,5.50485902,0.202791717,0.751587128,G patch domain-containing protein 11
LOC105188244,-0.398298437,5.117520246,0.20283468,0.751587128,E3 ubiquitin-protein ligase RNF8
LOC105191276,0.536939189,2.847601815,0.202939135,0.751754043,tctex1 domain-containing protein 1-B-like
LOC105184070,-0.609582327,1.897519527,0.203023626,0.751846932,synaptic vesicle glycoprotein 2C
LOC105189711,0.938384332,1.744964509,0.203188308,0.751903937,uncharacterized protein LOC105189711
LOC105187217,-0.478016498,4.613082,0.203205749,0.751903937,NADH-cytochrome b5 reductase-like
LOC112589133,-1.001996655,1.356429696,0.20321728,0.751903937,THAP domain-containing protein 1-like
LOC105182040,0.307874147,7.10146004,0.203539293,0.752875244,uncharacterized protein LOC105182040 isoform X1
LOC105182859,-0.281355623,6.129511754,0.203725576,0.753166429,hexosaminidase D
LOC105190695,0.206929615,6.59118999,0.203768386,0.753166429,transmembrane protein 245 isoform X2
LOC105185392,0.172158713,9.667612001,0.203796574,0.753166429,dmX-like protein 2 isoform X1
LOC105183707,0.751485414,2.349478114,0.203856751,0.753168853,uncharacterized protein LOC105183707 isoform X1
LOC105186642,0.237047134,5.88158093,0.204125212,0.753940581,non-canonical poly(A) RNA polymerase PAPD5
LOC105191556,-0.314599302,5.778513386,0.204278573,0.754286857,protein SMG9
LOC105189015,-0.425026186,5.175994459,0.204350028,0.75430283,protein FRG1 homolog
LOC105183245,0.339004283,5.110296833,0.204402118,0.75430283,SPARC
LOC105185497,-0.236236583,5.804514144,0.20447826,0.754363821,signal recognition particle subunit SRP68
LOC105188734,-0.464248016,3.907390459,0.204571768,0.754488825,uncharacterized protein LOC105188734
LOC105191866,-0.201834804,6.932936734,0.204726806,0.75470845,rho-associated protein kinase 1 isoform X1
LOC105192304,-0.522781649,4.259041983,0.204776078,0.75470845,mitochondrial import inner membrane translocase subunit Tim8 A
LOC105182230,-0.314539315,5.469445803,0.204810243,0.75470845,ras-related protein Rab-18
LOC105180730,0.273697583,5.288095873,0.204947882,0.754995778,pseudouridine-metabolizing bifunctional protein C1861.05
LOC105191140,-0.64324757,2.311212974,0.205015958,0.755007278,protein dimmed
LOC105188637,0.350111903,5.192096639,0.205070335,0.755007278,splicing factor 3A subunit 2
LOC105182870,-0.290829116,5.534067268,0.20517938,0.755189026,Krueppel homolog 2 isoform X1
LOC105185063,-0.236257048,6.748293802,0.205297902,0.755405539,m7GpppN-mRNA hydrolase
LOC112589426,-0.714507274,2.509111913,0.20536055,0.755416396,uncharacterized protein LOC112589426
LOC105183285,-0.373695131,5.025747105,0.205654102,0.756045356,lambda-crystallin homolog
LOC105183074,0.190031317,7.213624096,0.205729053,0.756045356,spastin isoform X1
LOC105185194,-0.333329825,5.703770428,0.205744543,0.756045356,"28S ribosomal protein S29, mitochondrial"
LOC105189274,0.195667348,7.598045388,0.205770524,0.756045356,beta-arrestin-1 isoform X2
LOC105186113,-0.245638538,6.754918117,0.205960806,0.756388028,histone-lysine N-methyltransferase eggless isoform X1
LOC105186937,-1.157985595,1.075082383,0.205983337,0.756388028,IQ and ubiquitin-like domain-containing protein
LOC105186561,0.201928989,7.213637569,0.206179562,0.756888941,T-cell immunomodulatory protein
LOC105189313,-0.198808637,6.802659417,0.206286572,0.757062148,ubiquitin-protein ligase E3C isoform X2
LOC105187021,-0.209464129,9.056696194,0.206486586,0.75735249,U2 snRNP-associated SURP motif-containing protein
LOC105184243,0.294553872,4.834687665,0.2065021,0.75735249,meteorin-like protein
LOC112589040,-0.653727401,2.634609451,0.206545238,0.75735249,Kv channel-interacting protein 2-like
LOC105182042,0.259198616,5.577624065,0.206809288,0.758101023,cystinosin homolog isoform X2
LOC105191411,-0.315242446,5.279043037,0.2069137,0.758264105,ubiquitin-like protein 4A
LOC105187265,0.354394736,4.311334838,0.207004527,0.758377327,"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial"
LOC105181265,0.209579236,10.80554202,0.207165517,0.758482793,uncharacterized protein LOC105181265 isoform X1
LOC105189044,-0.25562885,6.736575296,0.207237696,0.758482793,"eukaryotic translation initiation factor 1A, X-chromosomal"
LOC105191489,-0.194613772,8.018491343,0.207248406,0.758482793,RNA-binding protein 25 isoform X1
LOC105188792,0.266685394,6.938028434,0.207273076,0.758482793,discoidin domain-containing receptor 2
LOC105183144,-1.258899817,2.405696874,0.207556818,0.759301526,probable cytochrome P450 6a14
LOC105182717,0.961988986,1.431874237,0.207623231,0.759324962,uncharacterized protein LOC105182717
LOC105182963,-0.390127257,5.017641395,0.208019091,0.760552898,DNA-directed RNA polymerase II subunit RPB11
LOC105186220,0.335975461,5.081179147,0.208171322,0.760850441,carbonic anhydrase-related protein 10 isoform X2
LOC105187475,0.365635897,3.960333399,0.208222027,0.760850441,"ADP-ribose pyrophosphatase, mitochondrial"
LOC105182259,0.22799561,6.01870106,0.208360953,0.760850441,mitochondrial coenzyme A transporter SLC25A42
LOC105184724,-0.289093695,5.147305021,0.208420599,0.760850441,band 4.1-like protein 5
LOC105184599,-0.457397044,4.915628227,0.208441879,0.760850441,aryl-hydrocarbon-interacting protein-like 1 isoform X2
LOC105189503,0.37938433,4.343840303,0.208534825,0.760850441,uncharacterized protein LOC105189503
LOC105184401,0.166318183,9.908859274,0.208653536,0.760850441,protein PRRC2C isoform X2
LOC105183154,0.1783439,8.738110569,0.208662581,0.760850441,AP-1 complex subunit beta-1 isoform X3
LOC105188924,0.261223681,6.015190536,0.208667976,0.760850441,protein Smaug homolog 1 isoform X1
LOC105182255,0.225190733,6.217538975,0.208701745,0.760850441,E3 ubiquitin-protein ligase HECW2 isoform X2
LOC112588739,3.00149736,0.034447431,0.208804328,0.761005176,uncharacterized protein LOC112588739
LOC105182482,3.001823342,0.034447431,0.208911133,0.761175203,homeobox protein Nkx-2.5
LOC105191283,-0.301151258,6.006096205,0.208995293,0.761262646,mitochondrial import inner membrane translocase subunit TIM50-C
LOC105183595,-0.471957332,4.568740298,0.209379523,0.762442729,uncharacterized protein LOC105183595
LOC105187654,0.269315419,5.131236537,0.20953957,0.762623101,ER lumen protein-retaining receptor
LOC105183767,-0.181814579,7.505606342,0.209549591,0.762623101,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform isoform X1
LOC105186050,-0.273318392,6.933801307,0.209866248,0.763295696,putative ATPase N2B isoform X1
LOC105187608,0.477729478,4.183011408,0.209870081,0.763295696,uncharacterized protein LOC105187608
LOC109503929,0.361010541,4.208160634,0.209915364,0.763295696,uncharacterized protein LOC109503929 isoform X1
LOC105183722,0.265171535,5.463533435,0.210016086,0.763379297,UPF0676 protein C1494.01 isoform X1
LOC105184421,-0.257576582,7.277763885,0.21005901,0.763379297,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog isoform X1
LOC105180836,-0.23973169,7.066785162,0.210268883,0.763922609,"heat shock protein 75 kDa, mitochondrial"
LOC105184236,0.657137548,3.717763258,0.210508815,0.764389397,"steroid receptor seven-up, isoforms B/C isoform X2"
LOC105188483,-0.627003154,2.781686756,0.21051818,0.764389397,protein regulator of cytokinesis 1
LOC105181479,0.253000543,5.476853412,0.210795072,0.765175226,zinc finger protein 90 isoform X2
LOC105187075,-0.611900434,3.050979281,0.211450437,0.767292911,uncharacterized protein LOC105187075
LOC105182505,0.164753865,10.01924923,0.2115537,0.767292911,14-3-3 protein zeta isoform X1
LOC105181646,0.23952127,6.274922152,0.211604561,0.767292911,guanine nucleotide-binding protein subunit beta-5
LOC105191620,-0.287220949,5.704043528,0.21162101,0.767292911,uncharacterized protein LOC105191620 isoform X2
LOC105180702,0.485858206,3.071516537,0.211717741,0.767423744,growth hormone secretagogue receptor type 1 isoform X1
LOC105185937,-0.299126066,5.854758644,0.21181727,0.767564644,dual specificity mitogen-activated protein kinase kinase 4
LOC105188453,-0.461249729,5.681831442,0.212001483,0.767900019,uncharacterized protein LOC105188453
LOC105190105,0.177708468,7.573706976,0.212058455,0.767900019,annexin B9 isoform X3
LOC105183505,0.212315156,8.382155497,0.212091873,0.767900019,uncharacterized protein LOC105183505
LOC105185277,-0.205957624,6.695101032,0.212252856,0.768263055,DDB1- and CUL4-associated factor 6 isoform X1
LOC105186705,0.183735233,7.72143669,0.212469742,0.76882817,protein cordon-bleu isoform X8
LOC105181264,0.281686068,5.762252452,0.212542305,0.76884061,lysine-specific demethylase 7A
LOC105184448,-0.254084466,7.212827727,0.212654368,0.76884061,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial"
LOC105182195,0.250373982,6.248262742,0.212660141,0.76884061,arf-GAP domain and FG repeat-containing protein 1 isoform X1
LOC105191705,0.264560964,6.066589837,0.212716214,0.76884061,sarcalumenin isoform X1
LOC109504597,0.820523579,2.050313267,0.21300077,0.769418733,peroxisome biogenesis factor 10-like
LOC105186024,1.298120241,0.393337344,0.213057375,0.769418733,uncharacterized protein LOC105186024 isoform X1
LOC109503716,1.289245839,0.764378302,0.213062358,0.769418733,uncharacterized protein LOC109503716
LOC105184228,-0.168123959,8.771082301,0.21313591,0.769418733,otoferlin isoform X2
LOC105191066,-0.311832663,6.066303511,0.213212714,0.769418733,DNA mismatch repair protein Msh2
LOC105192189,-0.385365375,4.162923776,0.213266158,0.769418733,probable tRNA N6-adenosine threonylcarbamoyltransferase
LOC105180693,0.211102733,8.337717124,0.213301795,0.769418733,uncharacterized protein LOC105180693 isoform X2
LOC105185728,-0.49772827,3.883568648,0.213407557,0.769520237,trafficking protein particle complex subunit 1
LOC105190932,-0.737449708,1.801312378,0.213533548,0.769520237,armadillo repeat-containing protein gudu
LOC105187434,0.234771741,7.144311924,0.213640086,0.769520237,H(+)/Cl(-) exchange transporter 5 isoform X1
LOC112589802,0.720188822,1.940384668,0.213688917,0.769520237,uncharacterized protein LOC112589802
LOC105180912,0.930818529,2.027333693,0.213816581,0.769520237,serine protease snake
LOC105181992,-0.177570982,8.546401768,0.213842638,0.769520237,xanthine dehydrogenase/oxidase isoform X4
LOC105183049,1.346825977,0.794786972,0.213906295,0.769520237,tumor necrosis factor receptor superfamily member 3-like
LOC112589672,-0.522735781,3.509195089,0.213921505,0.769520237,proteasome assembly chaperone 3-like
LOC105185368,-0.250802463,5.416675432,0.2140416,0.769520237,eyes absent homolog 1 isoform X2
LOC112589466,0.354270887,4.252476501,0.214054186,0.769520237,uncharacterized protein LOC112589466 isoform X1
LOC105188410,0.219624362,7.856895677,0.214068624,0.769520237,peripheral plasma membrane protein CASK isoform X4
LOC105187313,-0.402209393,4.723890686,0.214104354,0.769520237,"protein SCO1 homolog, mitochondrial"
LOC105190369,-0.268451145,6.173054593,0.214120496,0.769520237,chromosome transmission fidelity protein 18 homolog isoform X1
LOC105189777,-0.176823954,8.575815369,0.214214163,0.76963828,RNA-binding protein 39 isoform X1
LOC105188654,0.216980728,6.236431786,0.214638678,0.770944602,sodium/hydrogen exchanger 8
LOC105184696,-1.542218739,0.434371442,0.214719831,0.771017237,synaptic vesicle glycoprotein 2B
LOC105180475,-0.415706281,5.393925765,0.21508426,0.772091579,uncharacterized protein LOC105180475
LOC105180823,1.212229706,0.48239529,0.215243214,0.772091579,uncharacterized protein LOC105180823
LOC105186074,-0.249067156,6.870068539,0.215308924,0.772091579,40S ribosomal protein S7
LOC112590091,-1.547310557,0.435065363,0.215321904,0.772091579,uncharacterized protein LOC112590091
LOC105189658,0.244379995,6.202613343,0.215324102,0.772091579,RNA pseudouridylate synthase domain-containing protein 2 isoform X2
LOC105183265,-0.438818952,3.823031078,0.215437736,0.7722802,ribose-5-phosphate isomerase
LOC105180750,-0.640698953,2.237382093,0.215653765,0.772620253,codanin-1
LOC105183551,-0.314199935,6.64620493,0.215654713,0.772620253,NKAP family protein CG6066
LOC105185231,0.704924443,3.261133329,0.215906643,0.773086597,neuropeptide CCHamide-1 receptor-like
LOC105186483,0.457980949,3.903796648,0.215907068,0.773086597,uncharacterized protein LOC105186483 isoform X1
LOC105181048,0.173537273,8.827346032,0.216036802,0.773251221,endoplasmic reticulum chaperone BiP isoform X4
LOC105185876,-0.392712295,5.470101826,0.21608058,0.773251221,nurim homolog
LOC105180587,0.302403639,7.492734757,0.216136366,0.773251221,uncharacterized protein LOC105180587 isoform X2
LOC112590326,3.098338479,0.03624475,0.216286426,0.773519701,putative nuclease HARBI1
LOC112589045,3.098680441,0.03624475,0.216387122,0.773519701,fatty acyl-CoA reductase 1-like
LOC105182419,-0.875900092,2.014948916,0.216394795,0.773519701,uncharacterized protein MAL13P1.304 isoform X1
LOC105185001,0.243801863,6.847961448,0.216504914,0.773535402,metalloproteinase inhibitor 3 isoform X1
LOC105181271,-0.373469361,5.391390067,0.216521447,0.773535402,protein AATF
LOC105182036,0.771898488,2.330014493,0.216583419,0.773538409,lisH domain-containing protein C1711.05-like
LOC105184475,0.217564598,6.65647039,0.216732448,0.773610319,endoplasmic reticulum metallopeptidase 1 isoform X2
LOC112589749,-0.54325979,2.65462973,0.216758143,0.773610319,putative nuclease HARBI1 isoform X1
LOC105187640,-0.23351376,5.857279336,0.21678696,0.773610319,uncharacterized protein LOC105187640 isoform X2
LOC105190098,-0.458962834,3.820973596,0.217215097,0.774533562,adenine phosphoribosyltransferase
LOC105191323,1.393159769,0.562644955,0.217272224,0.774533562,myosin-4
LOC105187427,0.231057946,5.965220356,0.217283314,0.774533562,cytochrome b561 isoform X1
LOC105182909,-0.401214856,4.285646226,0.217290512,0.774533562,probable oligoribonuclease
LOC105180676,0.282788215,7.089931622,0.217449888,0.774703278,protein artichoke isoform X3
LOC109503777,1.129639936,1.607926026,0.217516859,0.774703278,uncharacterized protein LOC109503777 isoform X1
LOC105181627,0.739554151,2.247174626,0.217521791,0.774703278,phospholipase A2
LOC105188129,-1.334974305,0.74032498,0.2177908,0.774899739,uncharacterized protein LOC105188129
LOC105180700,-0.26109368,5.467704008,0.21779535,0.774899739,eukaryotic translation initiation factor 4E type 3
LOC105183592,0.211854466,6.130741553,0.217796803,0.774899739,ubiquitin-conjugating enzyme E2 Q2 isoform X1
LOC105192095,-0.307881154,4.897373276,0.217821904,0.774899739,ragulator complex protein LAMTOR1
LOC105186604,-0.503484108,4.213669388,0.217944332,0.775117363,peptidoglycan-recognition protein 2 isoform X2
LOC105190210,0.447357085,4.069557631,0.218223174,0.775523293,sarcoplasmic calcium-binding protein 1
LOC105181906,0.507041524,3.961001719,0.218226779,0.775523293,protein N-terminal asparagine amidohydrolase
LOC105190965,0.195090474,7.388744865,0.21824233,0.775523293,BTB/POZ domain-containing protein 6 isoform X1
LOC105192261,-0.232469813,7.131232635,0.218369109,0.775755952,kinase suppressor of Ras 2 isoform X2
LOC105183270,-0.391462777,4.091023956,0.218512309,0.776046804,NHP2-like protein 1 homolog isoform X1
LOC105185370,0.421649516,4.34813648,0.218664078,0.776342625,trafficking protein particle complex subunit 2-like protein isoform X1
LOC105191590,-0.194905975,7.565175318,0.218718307,0.776342625,CLK4-associating serine/arginine rich protein
LOC105183902,-0.171053446,9.174287913,0.218949244,0.7769444,zinc finger matrin-type protein CG9776 isoform X1
LOC105181895,-0.372371421,3.947658555,0.219033686,0.776974095,LOW QUALITY PROTEIN: glutathione hydrolase proenzyme 2
LOC105186235,-0.189268843,7.598497972,0.219080415,0.776974095,death-associated protein kinase 1 isoform X1
LOC105189958,-0.420953011,4.048053865,0.219417699,0.777952245,ketohexokinase isoform X4
LOC105187073,-0.336726093,5.79489282,0.219498568,0.778020975,NF-kappa-B-repressing factor
LOC105189554,0.340783426,4.158760637,0.219605768,0.77817475,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
LOC105186797,0.322528275,4.378111454,0.219773278,0.77817475,probable protein BRICK1-B
LOC105191186,-0.210238507,6.527163472,0.219786496,0.77817475,adenylate cyclase type 2 isoform X1
LOC105180950,-0.291501652,5.021406852,0.219787937,0.77817475,farnesol dehydrogenase isoform X1
LOC105187681,1.139794191,1.257065973,0.220234121,0.779471904,scavenger receptor class B member 1
LOC105192406,-0.250196972,6.398029455,0.220277503,0.779471904,uncharacterized protein LOC105192406
LOC105187389,0.252645604,5.683178401,0.22048499,0.77966971,glycosylphosphatidylinositol anchor attachment 1 protein
LOC109504706,1.143548686,1.271704134,0.220542621,0.77966971,uncharacterized protein LOC109504706
LOC105181791,-0.305768162,4.507380125,0.220595407,0.77966971,docking protein 1 isoform X1
LOC105190099,-0.283665051,6.36101569,0.220621399,0.77966971,TBC1 domain family member 31
LOC105191217,-0.326109008,5.209631211,0.220641475,0.77966971,cilia- and flagella-associated protein 20
LOC109504668,-0.410539124,5.183211482,0.220774075,0.779868796,THAP domain-containing protein 2-like
LOC105187531,-0.246575643,6.150167568,0.220821076,0.779868796,eukaryotic translation initiation factor 4E-binding protein 1
LOC105182018,-0.68076258,2.521327584,0.220952405,0.779889224,hemicentin-2 isoform X4
LOC105190024,0.869942281,1.715730008,0.220980288,0.779889224,cytochrome P450 9e2
LOC105181406,0.318827653,4.38518652,0.221022527,0.779889224,adrenodoxin
LOC105190137,-0.467450506,4.657937375,0.221073388,0.779889224,protein unc-50 homolog isoform X1
LOC105184788,-0.352956854,4.771924279,0.221286991,0.780059417,kinetochore-associated protein 1 isoform X1
LOC105187785,-0.481779865,4.458997805,0.221426246,0.780059417,"probable proline--tRNA ligase, mitochondrial"
LOC105188118,0.203193264,7.365690353,0.221470012,0.780059417,ubiquitin carboxyl-terminal hydrolase 34
LOC105183476,0.224977156,6.258238697,0.221500412,0.780059417,"neuroligin-4, Y-linked"
LOC105190514,-0.21835143,6.024212055,0.221506344,0.780059417,uncharacterized protein LOC105190514
LOC105187512,0.270626971,6.277613869,0.221521094,0.780059417,progestin and adipoQ receptor family member 4
LOC105192331,-0.240523846,6.296432762,0.221553149,0.780059417,protein phosphatase inhibitor 2 isoform X1
LOC105192533,1.02725459,2.854585941,0.221817431,0.780520983,scavenger receptor class B member 1
LOC105190785,0.248821708,6.259272317,0.221943603,0.780520983,acetylcholine receptor subunit alpha-like isoform X2
LOC105182091,-0.172645158,9.112680126,0.221959816,0.780520983,uncharacterized protein LOC105182091
LOC105188080,-0.451465062,3.924499723,0.221986649,0.780520983,probable small nuclear ribonucleoprotein Sm D1 isoform X1
LOC112588639,1.618146678,3.081223483,0.221992652,0.780520983,O-acyltransferase like protein-like
LOC105190593,0.25633894,5.834224751,0.222175294,0.78060824,lysophospholipid acyltransferase 2
LOC105191917,-0.605600584,2.148799035,0.222189167,0.78060824,"cytochrome P450 315a1, mitochondrial isoform X2"
LOC105181385,-0.555225556,3.119049974,0.222223712,0.78060824,general transcription factor IIH subunit 5
LOC112589336,0.919358598,1.643775729,0.222264224,0.78060824,uncharacterized protein LOC112589336
LOC112590214,1.142515562,1.589881173,0.2223989,0.780666627,uncharacterized protein LOC112590214
LOC105186668,-0.198172526,6.747280514,0.222404235,0.780666627,unc-112-related protein
LOC105185826,-0.270100149,8.403044533,0.222713813,0.781470919,zinc finger and SCAN domain-containing protein 2-like
LOC105187369,-0.31623049,4.505258863,0.222756884,0.781470919,uncharacterized protein LOC105187369
LOC105187843,-0.350077534,5.664731394,0.22289847,0.781524711,rac GTPase-activating protein 1 isoform X2
LOC109504406,1.097421451,1.391576464,0.222949283,0.781524711,uncharacterized protein LOC109504406 isoform X1
LOC109504651,0.382798373,5.732330833,0.222958906,0.781524711,von Willebrand factor D and EGF domain-containing protein-like
LOC105184728,-0.395196826,5.013187548,0.223019261,0.781524711,solute carrier family 25 member 40
LOC105182185,-0.215464529,6.590911864,0.223466895,0.782876547,ribonuclease 3
LOC105188438,0.165203405,10.1525234,0.223581222,0.783060279,uncharacterized protein LOC105188438 isoform X4
LOC105183032,-0.232291365,5.779762194,0.223838836,0.783490883,phospholipase DDHD1
LOC105182679,-0.183976992,8.657760275,0.223907062,0.783490883,liprin-alpha-1 isoform X14
LOC105182399,0.23699994,5.701806272,0.224018505,0.783490883,eukaryotic translation initiation factor eIF1
LOC105190264,0.214138904,6.17257026,0.22401851,0.783490883,uncharacterized protein LOC105190264
LOC105182698,-0.21105111,6.777181872,0.224082406,0.783490883,probable nucleoporin Nup58 isoform X1
LOC105185450,0.269578127,6.937575643,0.224133446,0.783490883,chromatin modification-related protein eaf-1
LOC105188085,0.232102967,6.392097595,0.224137585,0.783490883,gamma-1-syntrophin isoform X1
LOC105182131,-1.517894259,0.436624191,0.224203878,0.783506178,proline-rich extensin-like protein EPR1 isoform X3
LOC105185890,-0.210618234,6.331686921,0.2242969,0.783614845,40S ribosomal protein S9
LOC105181741,-1.208698402,0.680962661,0.22446283,0.783978099,spermatogenesis-associated protein 17
